"hydroid"	"bundle"	"ftype"	"hydrocode"	"name"	"fstatus"	"address1"	"address2"	"city"	"state"	"postal_code"	"description"	"uid"	"status"	"module"	"feed_nid"	"dh_link_facility_mps"	"dh_nextdown_id"	"dh_areasqkm"	"dh_link_admin_location"	"field_dh_from_entity"	"field_dh_to_entity"	"dh_geofield"	"geom"
"441047"	"facility"	"unknown"	"echo_NCG210111"	"BLUE RIDGE FIBERBOARD, INC."	"inactive"	"250 CELOTEX WAY"	""	"DANVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439587"	""	""	"POINT (-79.485599 36.578037)"	"POINT (-79.485599 36.578037)"
"441048"	"facility"	"unknown"	"echo_VA0000213"	"VCI RADFORD FOUNDRY"	"inactive"	"1605 W MAIN ST"	""	"RADFORD"	""	""	""	"6115"	"1"	""	""	""	""	""	"439588"	""	""	"POINT (-80.59012 37.12022)"	"POINT (-80.59012 37.12022)"
"441049"	"facility"	"industrial"	"echo_VA0000248"	"US ARMY - RADFORD ARMY AMMUNITION PLANT"	"active"	"4050 PEPPERS FERRY RD"	""	"RADFORD"	""	""	""	"6115"	"1"	""	""	""	""	""	"439589"	""	""	"POINT (-80.541111 37.180556)"	"POINT (-80.541111 37.180556)"
"441050"	"facility"	"unknown"	"echo_VA0000281"	"NANOCHEMONICS HOLDINGS LLC"	"active"	"4 MAGNOX DR"	""	"PULASKI"	""	""	""	"6115"	"1"	""	""	""	""	""	"439590"	""	""	"POINT (-80.785698 37.048018)"	"POINT (-80.785698 37.048018)"
"441051"	"facility"	"unknown"	"echo_VA0000299"	"CELANESE ACETATE LLC"	"inactive"	"3520 VIRGINIA AVE"	""	"NARROWS"	""	""	""	"6115"	"1"	""	""	""	""	""	"439591"	""	""	"POINT (-80.76293 37.3451)"	"POINT (-80.76293 37.3451)"
"441052"	"facility"	"unknown"	"echo_VA0000370"	"APCO - GLEN LYN"	"active"	"100 APCO RD"	""	"GLEN LYN"	""	""	""	"6115"	"1"	""	""	""	""	""	"439592"	""	""	"POINT (-80.8616 37.37039)"	"POINT (-80.8616 37.37039)"
"441053"	"facility"	"manufacturing"	"echo_VA0000523"	"LHOIST NORTH AMERICA - KIMBALLTON PLANT"	"active"	"2093 BIG STONY CREEK RD"	""	"RIPPLEMEAD"	""	""	""	"6115"	"1"	""	""	""	""	""	"439593"	""	""	"POINT (-80.6625 37.3828)"	"POINT (-80.6625 37.3828)"
"441054"	"facility"	"fossilpower"	"echo_VA0001015"	"AMERICAN ELECTRIC POWER - CLINCH RIVER PLANT"	"active"	"3464 POWER PLANT RD"	""	"CLEVELAND"	""	""	""	"6115"	"1"	""	""	""	""	""	"439594"	""	""	"POINT (-82.145269 36.990541)"	"POINT (-82.145269 36.990541)"
"441055"	"facility"	"unknown"	"echo_VA0001201"	"GOODYEAR TIRE AND RUBBER CO - DANVILLE"	"inactive"	"1901 GOODYEAR BLVD"	""	"DANVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439595"	""	""	"POINT (-79.373017 36.558914)"	"POINT (-79.373017 36.558914)"
"441056"	"facility"	"unknown"	"echo_VA0001309"	"CCP COMPOSITES US"	"active"	"920 TIGHTSQUEEZE INDUSTRIAL RD"	""	"CHATHAM"	""	""	""	"6115"	"1"	""	""	""	""	""	"439596"	""	""	"POINT (-79.411421 36.777769)"	"POINT (-79.411421 36.777769)"
"441057"	"facility"	"unknown"	"echo_VA0001333"	"KOPPERS INC"	"inactive"	"4020 KOPPERS RD"	""	"SALEM"	""	""	""	"6115"	"1"	""	""	""	""	""	"439597"	""	""	"POINT (-80.13361 37.27286)"	"POINT (-80.13361 37.27286)"
"441058"	"facility"	"industrial"	"echo_VA0001431"	"KINDER MORGAN SOUTHEAST TERMINALS LLC - ROANOKE"	"active"	"5280 TERMINAL RD SW"	""	"ROANOKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439598"	""	""	"POINT (-79.9897 37.21328)"	"POINT (-79.9897 37.21328)"
"441059"	"facility"	"unknown"	"echo_VA0001449"	"GUNNOE SAUSAGE COMPANY"	"active"	"3989 CIFAX RD"	""	"GOODE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439599"	""	""	"POINT (-79.40356 37.40734)"	"POINT (-79.40356 37.40734)"
"441060"	"facility"	"unknown"	"echo_VA0001473"	"WVWA - CARVINS COVE WATER FP"	"inactive"	"8192 ANGEL LN"	""	"ROANOKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439600"	""	""	"POINT (-79.957778 37.361944)"	"POINT (-79.957778 37.361944)"
"441061"	"facility"	"unknown"	"echo_VA0001490"	"MOTIVA ENTERPRISES LLC - MONTVALE"	"active"	"1371 OIL TERMINAL RD"	""	"MONTVALE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439601"	""	""	"POINT (-79.726847 37.383623)"	"POINT (-79.726847 37.383623)"
"441062"	"facility"	"unknown"	"echo_VA0001554"	"HANESBRANDS INCORPORATED"	"active"	"138 ELAMSVILLE RD"	""	"STUART"	""	""	""	"6115"	"1"	""	""	""	""	""	"439602"	""	""	"POINT (-80.263324 36.775033)"	"POINT (-80.263324 36.775033)"
"441063"	"facility"	"unknown"	"echo_VA0001589"	"RES DBA STEEL DYNAMICS ROANOKE BAR DIVISION"	"active"	"102 WESTSIDE BLVD NW"	""	"ROANOKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439603"	""	""	"POINT (-79.99861 37.27251)"	"POINT (-79.99861 37.27251)"
"441064"	"facility"	"unknown"	"echo_VA0001597"	"NORFOLK SOUTHERN RAILWAY CO - SHAFFERS CROSSING"	"active"	"24TH ST & SHENADOAH AVE"	""	"ROANOKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439604"	""	""	"POINT (-79.976829 37.282513)"	"POINT (-79.976829 37.282513)"
"441065"	"facility"	"manufacturing"	"echo_VA0001678"	"APPAREL FABRICS PROPERTIES INC - HURT PLANT"	"active"	"797 MAIN STREET"	""	"HURT"	""	""	""	"6115"	"1"	""	""	""	""	""	"439605"	""	""	"POINT (-79.30821 37.09389)"	"POINT (-79.30821 37.09389)"
"441066"	"facility"	"manufacturing"	"echo_VA0001767"	"PACTIV LLC-GROTTOES PLASTICS PLANT"	"active"	"149 GRAND CAVERNS DRIVE"	""	"GROTTOES"	""	""	""	"6115"	"1"	""	""	""	""	""	"439606"	""	""	"POINT (-78.8277 38.25863)"	"POINT (-78.8277 38.25863)"
"441067"	"facility"	"commercial"	"echo_VA0001872"	"JOINT BASIN CORPORATION - FAIRFAX TERMINAL COMPLEX"	"active"	"9601 COLONIAL AVE"	""	"FAIRFAX"	""	""	""	"6115"	"1"	""	""	""	""	""	"439607"	""	""	"POINT (-77.27795 38.84781)"	"POINT (-77.27795 38.84781)"
"441068"	"facility"	"industrial"	"echo_VA0001945"	"KINDER MORGAN SOUTHEAST TERMINALS LLC - NEWINGTON"	"active"	"8200 TERMINAL RD"	""	"NEWINGTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"439608"	""	""	"POINT (-77.193611 38.735833)"	"POINT (-77.193611 38.735833)"
"441069"	"facility"	"manufacturing"	"echo_VA0001961"	"ALMA PLANT"	"active"	"3426 HWY 340 BUSINESS WEST"	""	"STANLEY"	""	""	""	"6115"	"1"	""	""	""	""	""	"439609"	""	""	"POINT (-78.59135 38.587847)"	"POINT (-78.59135 38.587847)"
"441070"	"facility"	"industrial"	"echo_VA0001988"	"KINDER MORGAN SOUTHEAST TERMINALS LLC-NEWINGTON 2"	"active"	"8206 TERMINAL RD"	""	"LORTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"439610"	""	""	"POINT (-77.1909 38.73367)"	"POINT (-77.1909 38.73367)"
"441071"	"facility"	"fossilpower"	"echo_VA0002071"	"DOMINION - POSSUM POINT POWER STATION"	"active"	"19000 POSSUM POINT RD"	""	"DUMFRIES"	""	""	""	"6115"	"1"	""	""	""	""	""	"439611"	""	""	"POINT (-77.2786 38.5391)"	"POINT (-77.2786 38.5391)"
"441072"	"facility"	"industrial"	"echo_VA0002151"	"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"	"active"	"BLDG 3049 BORDELON STREET"	""	"QUANTICO"	""	""	""	"6115"	"1"	""	""	""	""	""	"439612"	""	""	"POINT (-77.298272 38.518351)"	"POINT (-77.298272 38.518351)"
"441073"	"facility"	"unknown"	"echo_VA0002160"	"APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO"	"active"	"400 DUPONT BLVD"	""	"WAYNESBORO"	""	""	""	"6115"	"1"	""	""	""	""	""	"439613"	""	""	"POINT (-78.883333 38.061111)"	"POINT (-78.883333 38.061111)"
"441074"	"facility"	"manufacturing"	"echo_VA0002178"	"MERCK SHARP & DOHME CORP - ELKTON PLANT"	"active"	"2778 S EAST SIDE HWY"	""	"ELKTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"439614"	""	""	"POINT (-78.65199 38.38433)"	"POINT (-78.65199 38.38433)"
"441075"	"facility"	"unknown"	"echo_VA0002194"	"ACCUTEC BLADES INC"	"active"	"57 RAZOR BLADE LN"	""	"VERONA"	""	""	""	"6115"	"1"	""	""	""	""	""	"439615"	""	""	"POINT (-78.990422 38.191062)"	"POINT (-78.990422 38.191062)"
"441076"	"facility"	"unknown"	"echo_VA0002283"	"MOTIVA ENTERPRISES LLC - FAIRFAX"	"active"	"3800 PICKETT RD"	""	"FAIRFAX"	""	""	""	"6115"	"1"	""	""	""	""	""	"439616"	""	""	"POINT (-77.27281 38.84724)"	"POINT (-77.27281 38.84724)"
"441077"	"facility"	"unknown"	"echo_VA0002313"	"VPGC LLC-HINTON"	"active"	"6349 RAWLEY PK"	""	"HINTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"439617"	""	""	"POINT (-78.976586 38.4684)"	"POINT (-78.976586 38.4684)"
"441078"	"facility"	"industrial"	"echo_VA0002402"	"FORMER GENICOM - WAYNESBORO FACILITY"	"active"	"ONE SOLUTIONS WAY"	""	"WAYNESBORO"	""	""	""	"6115"	"1"	""	""	""	""	""	"439618"	""	""	"POINT (-78.871999 38.089784)"	"POINT (-78.871999 38.089784)"
"441079"	"facility"	"manufacturing"	"echo_VA0002585"	"FCWA - LORTON WATER TREATMENT PLANT"	"active"	"9800 OX RD"	""	"LORTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"439619"	""	""	"POINT (-77.256377 38.693388)"	"POINT (-77.256377 38.693388)"
"441080"	"facility"	"unknown"	"echo_VA0002623"	"FOOD PROCESSORS WATER COOPERAT"	"inactive"	"13923 TIMBER WAY"	""	"TIMBERVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439620"	""	""	"POINT (-78.77823 38.62925)"	"POINT (-78.77823 38.62925)"
"441081"	"facility"	"unknown"	"echo_VA0002631"	"PERCY MILLER WATER TREATMENT P"	"inactive"	"32 PENCE LAND RD"	""	"MIDDLETOWN"	""	""	""	"6115"	"1"	""	""	""	""	""	"439621"	""	""	"POINT (-78.29659 38.9931)"	"POINT (-78.29659 38.9931)"
"441082"	"facility"	"unknown"	"echo_VA0002666"	"GOOSE CREEK WATER TREATMENT PL"	"inactive"	"20521 BELMONT RIDGE RD"	""	"ASHBURN"	""	""	""	"6115"	"1"	""	""	""	""	""	"439622"	""	""	"POINT (-77.520269 39.047888)"	"POINT (-77.520269 39.047888)"
"441083"	"facility"	"unknown"	"echo_VA0002674"	"HARRISONBURG WTP"	"active"	"308 GRANDVIEW DRIVE"	""	"HARRISONBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"439623"	""	""	"POINT (-78.9113 38.45868)"	"POINT (-78.9113 38.45868)"
"441084"	"facility"	"manufacturing"	"echo_VA0002771"	"MODINE MANUFACTURING CO - BUENA VISTA"	"active"	"1221 MAGNOLIA AVE"	""	"BUENA VISTA"	""	""	""	"6115"	"1"	""	""	""	""	""	"439624"	""	""	"POINT (-79.360539 37.725026)"	"POINT (-79.360539 37.725026)"
"441085"	"facility"	"unknown"	"echo_VA0002780"	"THE SUSTAINABILITY PARK LLC"	"active"	"13101 N ENON CHURCH RD"	""	"CHESTER"	""	""	""	"6115"	"1"	""	""	""	""	""	"439625"	""	""	"POINT (-77.31651 37.35376)"	"POINT (-77.31651 37.35376)"
"441086"	"facility"	"industrial"	"echo_VA0002925"	"GRIFFIN PIPE PRODUCTS CO LLC - LYNCHBURG"	"inactive"	"10 ADAMS ST"	""	"LYNCHBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"439626"	""	""	"POINT (-79.140968 37.420815)"	"POINT (-79.140968 37.420815)"
"441087"	"facility"	"unknown"	"echo_VA0003018"	"PLAINS MARKETING LP YORKTOWN"	"active"	"2201 GOODWIN NECK RD"	""	"YORKTOWN"	""	""	""	"6115"	"1"	""	""	""	""	""	"439627"	""	""	"POINT (-76.45366 37.21022)"	"POINT (-76.45366 37.21022)"
"441088"	"facility"	"unknown"	"echo_VA0003026"	"GP BIG ISLAND LLC"	"active"	"9363 LEE JACKSON HWY"	""	"BIG ISLAND"	""	""	""	"6115"	"1"	""	""	""	""	""	"439628"	""	""	"POINT (-79.355595 37.532832)"	"POINT (-79.355595 37.532832)"
"441089"	"facility"	"unknown"	"echo_VA0003077"	"DUPONT TEIJIN FILMS - HOPEWELL SITE"	"active"	"3600 DISCOVERY DR"	""	"CHESTER"	""	""	""	"6115"	"1"	""	""	""	""	""	"439629"	""	""	"POINT (-77.291096 37.350627)"	"POINT (-77.291096 37.350627)"
"441090"	"facility"	"unknown"	"echo_VA0003115"	"WESTROCK CP LLC - WEST POINT"	"active"	"1901 MAIN ST"	""	"WEST POINT"	""	""	""	"6115"	"1"	""	""	""	""	""	"439630"	""	""	"POINT (-76.8053 37.5392)"	"POINT (-76.8053 37.5392)"
"441091"	"facility"	"industrial"	"echo_VA0003255"	"GREENSVILLE WASTE & RECYCLING FACILITY"	"inactive"	"116 S ALLEN RD"	""	"JARRATT"	""	""	""	"6115"	"1"	""	""	""	""	""	"439631"	""	""	"POINT (-77.481702 36.818025)"	"POINT (-77.481702 36.818025)"
"441092"	"facility"	"unknown"	"echo_VA0003263"	"J H MILES AND COMPANY INCORPORATED"	"inactive"	"902 SOUTHAMPTON AVE"	""	"NORFOLK"	""	""	""	"6115"	"1"	""	""	""	""	""	"439632"	""	""	"POINT (-76.306046 36.858373)"	"POINT (-76.306046 36.858373)"
"441093"	"facility"	"unknown"	"echo_VA0003344"	"CSX TRANSPORTATION INC - CLIFTON FORGE"	"active"	"501 W RIDGEWAY ST"	""	"CLIFTON FORGE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439633"	""	""	"POINT (-79.83877 37.81103)"	"POINT (-79.83877 37.81103)"
"441094"	"facility"	"unknown"	"echo_VA0003387"	"BASF CORPORATION - PORTSMOUTH"	"inactive"	"3340 W NORFOLK RD"	""	"PORTSMOUTH"	""	""	""	"6115"	"1"	""	""	""	""	""	"439634"	""	""	"POINT (-76.347997 36.86673)"	"POINT (-76.347997 36.86673)"
"441095"	"facility"	"unknown"	"echo_VA0003409"	"NORFOLK SOUTHERN RAILWAY COMPANY - LAMBERTS POINT"	"inactive"	"2200 REDGATE AVE"	""	"NORFOLK"	""	""	""	"6115"	"1"	""	""	""	""	""	"439635"	""	""	"POINT (-76.30788 36.8743)"	"POINT (-76.30788 36.8743)"
"441096"	"facility"	"unknown"	"echo_VA0003433"	"SOLENIS LLC"	"active"	"27123 SHADY BROOK TRAIL"	""	"COURTLAND"	""	""	""	"6115"	"1"	""	""	""	""	""	"439636"	""	""	"POINT (-76.999045 36.6512)"	"POINT (-76.999045 36.6512)"
"441097"	"facility"	"industrial"	"echo_VA0003450"	"RAIL OVER RIVER INDUSTRIAL PARK LLC"	"inactive"	"901 W EDGEMONT DR"	""	"COVINGTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"439637"	""	""	"POINT (-79.998472 37.757472)"	"POINT (-79.998472 37.757472)"
"441098"	"facility"	"unknown"	"echo_VA0003492"	"ASHLAND SPECIALTY INGREDIENTS GP"	"active"	"1111 HERCULES RD"	""	"HOPEWELL"	""	""	""	"6115"	"1"	""	""	""	""	""	"439638"	""	""	"POINT (-77.282185 37.290756)"	"POINT (-77.282185 37.290756)"
"441099"	"facility"	"unknown"	"echo_VA0003646"	"WESTROCK VIRGINIA CORPORATION - COVINGTON"	"active"	"104 E RIVERSIDE ST"	""	"COVINGTON"	""	""	""	"6115"	"1"	""	""	""	""	""	"439639"	""	""	"POINT (-79.992817 37.796355)"	"POINT (-79.992817 37.796355)"
"441100"	"facility"	"unknown"	"echo_VA0003654"	"BASF CORPORATION - WILLIAMSBURG"	"inactive"	"8961 POCAHONTAS TRAIL"	""	"WILLIAMSBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"439640"	""	""	"POINT (-76.617362 37.191687)"	"POINT (-76.617362 37.191687)"
"441101"	"facility"	"unknown"	"echo_VA0003697"	"BWXT NUCLEAR OPERATIONS GROUP INC"	"active"	"1570 MT ATHOS RD - RT 726"	""	"LYNCHBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"439641"	""	""	"POINT (-79.062335 37.414554)"	"POINT (-79.062335 37.414554)"
"441102"	"facility"	"unknown"	"echo_VA0003808"	"PERDUE FOODS LLC - ACCOMACK"	"active"	"22520 LANKFORD HWY"	""	"ACCOMAC"	""	""	""	"6115"	"1"	""	""	""	""	""	"439642"	""	""	"POINT (-75.656111 37.736111)"	"POINT (-75.656111 37.736111)"
"441103"	"facility"	"unknown"	"echo_VA0003867"	"OMEGA PROTEIN - REEDVILLE"	"active"	"610 MENHADEN RD"	""	"REEDVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439643"	""	""	"POINT (-76.277158 37.829281)"	"POINT (-76.277158 37.829281)"
"441104"	"facility"	"unknown"	"echo_VA0004031"	"TYSON FARMS INCORPORATED - GLEN ALLEN"	"active"	"13264 MOUNTAIN RD"	""	"GLEN ALLEN"	""	""	""	"6115"	"1"	""	""	""	""	""	"439644"	""	""	"POINT (-77.5525 37.697222)"	"POINT (-77.5525 37.697222)"
"441105"	"facility"	"unknown"	"echo_VA0004049"	"TYSON FARMS INC - TEMPERANCEVILLE"	"inactive"	"11224 LANKFORD HWY"	""	"TEMPERANCEVILLE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439645"	""	""	"POINT (-75.555278 37.885)"	"POINT (-75.555278 37.885)"
"441106"	"facility"	"unknown"	"echo_VA0004081"	"DOMINION - CHESAPEAKE ENERGY CENTER"	"inactive"	"2701 VEPCO ST"	""	"CHESAPEAKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439646"	""	""	"POINT (-76.3009 36.7711)"	"POINT (-76.3009 36.7711)"
"441107"	"facility"	"unknown"	"echo_VA0004090"	"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"	"active"	"5570 HOG ISLAND RD"	""	"SURRY"	""	""	""	"6115"	"1"	""	""	""	""	""	"439647"	""	""	"POINT (-76.6911 37.1575)"	"POINT (-76.6911 37.1575)"
"441108"	"facility"	"fossilpower"	"echo_VA0004103"	"DOMINION - YORKTOWN POWER STATION"	"active"	"1600 WATERVIEW RD"	""	"YORKTOWN"	""	""	""	"6115"	"1"	""	""	""	""	""	"439648"	""	""	"POINT (-76.46213 37.21534)"	"POINT (-76.46213 37.21534)"
"441109"	"facility"	"fossilpower"	"echo_VA0004138"	"DOMINION - BREMO POWER STATION"	"active"	"1038 BREMO ROAD"	""	"BREMO BLUFF"	""	""	""	"6115"	"1"	""	""	""	""	""	"439649"	""	""	"POINT (-78.28784 37.71175)"	"POINT (-78.28784 37.71175)"
"441110"	"facility"	"fossilpower"	"echo_VA0004146"	"DOMINION ENERGY - CHESTERFIELD POWER STATION"	"active"	"500 COXENDALE RD"	""	"CHESTER"	""	""	""	"6115"	"1"	""	""	""	""	""	"439650"	""	""	"POINT (-77.3779 37.3821)"	"POINT (-77.3779 37.3821)"
"441111"	"facility"	"industrial"	"echo_VA0004162"	"INTERNATIONAL PAPER - FRANKLIN MILL"	"active"	"34040 UNION CAMP DR"	""	"FRANKLIN"	""	""	""	"6115"	"1"	""	""	""	""	""	"439651"	""	""	"POINT (-76.912272 36.678218)"	"POINT (-76.912272 36.678218)"
"441112"	"facility"	"unknown"	"echo_VA0004189"	"ATLANTIC METROCAST INC"	"inactive"	"3904 BURTONS POINT RD"	""	"PORTSMOUTH"	""	""	""	"6115"	"1"	""	""	""	""	""	"439652"	""	""	"POINT (-76.295773 36.806453)"	"POINT (-76.295773 36.806453)"
"441113"	"facility"	"unknown"	"echo_VA0004383"	"BAE SYSTEMS NORFOLK SHIP REPAIR INC"	"inactive"	"750 W BERKLEY AVE"	""	"NORFOLK"	""	""	""	"6115"	"1"	""	""	""	""	""	"439653"	""	""	"POINT (-76.285764 36.827032)"	"POINT (-76.285764 36.827032)"
"441114"	"facility"	"unknown"	"echo_VA0004391"	"COLONNA MARINE LLC - COLONNA YACHTS"	"inactive"	"2401 KIMBALL TERRACE"	""	"NORFOLK"	""	""	""	"6115"	"1"	""	""	""	""	""	"439654"	""	""	"POINT (-76.26041 36.84315)"	"POINT (-76.26041 36.84315)"
"441115"	"facility"	"commercial"	"echo_VA0004421"	"US NAVY - NAVAL STATION NORFOLK"	"inactive"	"9900 HAMPTON BLVD"	""	"NORFOLK"	""	""	""	"6115"	"1"	""	""	""	""	""	"439655"	""	""	"POINT (-76.300278 36.940278)"	"POINT (-76.300278 36.940278)"
"441116"	"facility"	"unknown"	"echo_VA0004448"	"PERDUE AGRIBUSINESS LLC - CHESAPEAKE"	"inactive"	"501 BARNES RD"	""	"CHESAPEAKE"	""	""	""	"6115"	"1"	""	""	""	""	""	"439656"	""	""	"POINT (-76.28249 36.80538)"	"POINT (-76.28249 36.80538)"
"441117"	"facility"	"unknown"	"echo_VA0004642"	"WESTROCK CP LLC - HOPEWELL"	"active"	"910 INDUSTRIAL ST"	""	"HOPEWELL"	""	""	""	"6115"	"1"	""	""	""	""	""	"439657"	""	""	"POINT (-77.264354 37.302012)"	"POINT (-77.264354 37.302012)"
"441118"	"facility"	"industrial"	"echo_VA0004669"	"E I DU PONT DE NEMOURS AND COMPANY - SPRUANCE PLT"	"active"	"5401 JEFFERSON DAVIS HWY"	""	"RICHMOND"	""	""	""	"6115"	"1"	""	""	""	""	""	"439658"	""	""	"POINT (-77.43415 37.45093)"	"POINT (-77.43415 37.45093)"
"441119"	"facility"	"industrial"	"echo_VA0004677"	"MOHAWK INDUSTRIES INC"	"active"	"404 ANDERSON ST"	""	"GLASGOW"	""	""	""	"6115"	"1"	""	""	""	""	""	"439659"	""	""	"POINT (-79.446543 37.636098)"	"POINT (-79.446543 37.636098)"
"441120"	"facility"	"unknown"	"echo_VA0004774"	"FRAMATOME INC - MAR"	"active"	"1724 MT ATHOS RD"	""	"LYNCHBURG"	""	""	""	"6115"	"1"	""	""	""	""	""	"439660"	""	""	"POINT (-79.05001 37.41053)"	"POINT (-79.05001 37.41053)"
"441121"	"facility"	"unknown"	"echo_VA0004791"	"BONTEX INC"	"active"	"ONE BONTEX DRIVE"	""	"BUENA VISTA"	""	""	""	"6115"	"1"	""	""	""	""	""	"439661"	""	""	"POINT (-79.35858 37.74116)"	"POINT (-79.35858 37.74116)"
"441122"	"facility"	"unknown"	"echo_VA0004804"	"HUNTINGTON INGALLS INCORPORATED - NN SHIPBLDG DIV"	"active"	"4101 WASHINGTON AVE"	""	"NEWPORT NEWS"	""	""	""	"6115"	"1"	""	""	""	""	""	"439662"	""	""	"POINT (-76.432803 36.990641)"	"POINT (-76.432803 36.990641)"
"441123"	"facility"	"manufacturing"	"echo_VA0004880"	"VEOLIA JAMES RIVER PLANT"	"active"	"1201 BELLWOOD RD"	""	"NORTH CHESTERFIELD"	""	""	""	"6115"	"1"	""	""	""	""	""	"439663"	""	""	"POINT (-77.408889 37.416944)"	"POINT (-77.408889 37.416944)"
"441124"	"facility"	"commercial"	"echo_VA0005215"	"US NAVY - NORFOLK NAVAL SHIPYARD"	"inactive"	"2600 - 2700 EFFINGHAM ST"	""	"PORTSMOUTH"	""	""	""	"6115"	"1"	""	""	""	""	""	"439664"	""	""	"POINT (-76.294722 36.821944)"	"POINT (-76.294722 36.821944)"
