"DEQ.ID.of.Source"	"FacilityName"	"FacilityID"	"Latitude"	"Longitude"	"flag"
63483	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
63484	"FRED M CRISMAN"	73595	0.1	0.1	"vwuds_flag_coord"
63485	"RICHARD AVERY"	72104	0.1	0.1	"vwuds_flag_coord"
63493	"GRAND VIEW FARM"	71886	0.1	0.1	"vwuds_flag_coord"
63505	"Nock Farm"	73057	0.1	0.1	"vwuds_flag_coord"
63515	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
63526	"WALLACE SCHAFER"	73311	0.1	0.1	"vwuds_flag_coord"
63530	"WATKINS NURSERIES INC"	72233	0.1	0.1	"vwuds_flag_coord"
63533	"CHEROKEE POINT FARMS"	73926	0.1	0.1	"vwuds_flag_coord"
63535	"SAMUEL TURNER & BOBBY HATCHETT"	74398	0.1	0.1	"vwuds_flag_coord"
63536	"J L WALKER"	74305	0.1	0.1	"vwuds_flag_coord"
63539	"FRANK J ETZ III"	71980	0.1	0.1	"vwuds_flag_coord"
63548	"TICONDEROGA FARMS"	71937	0.1	0.1	"vwuds_flag_coord"
63549	"DAVID A MILLER"	72851	0.1	0.1	"vwuds_flag_coord"
63550	"EDIBLE LANDSCAPING"	73867	0.1	0.1	"vwuds_flag_coord"
63559	"RAMB FARM"	72978	0.1	0.1	"vwuds_flag_coord"
63561	"ROBERT I MAPP"	73825	0.1	0.1	"vwuds_flag_coord"
63565	"GOLDEN HORSESHOE FARM"	73337	0.1	0.1	"vwuds_flag_coord"
63579	"PARKS II FARM"	74404	0.1	0.1	"vwuds_flag_coord"
63580	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
63589	"BLACKWATER HOG FARM"	71922	0.1	0.1	"vwuds_flag_coord"
63596	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
63601	"JENKINS FLORIST INC"	71826	0.1	0.1	"vwuds_flag_coord"
63602	"RICHARD AVERY"	72104	0.1	0.1	"vwuds_flag_coord"
63605	"Van Kesteren Farms Incorporated"	67020	NA	NA	"vwuds_flag_coord"
63607	"JOHNSON FARM"	71801	0.1	0.1	"vwuds_flag_coord"
63608	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
63614	"XSCAPES LANDSCAPE NURSERY"	73883	0.1	0.1	"vwuds_flag_coord"
63619	"Midwood Farm"	66917	0.1	0.1	"vwuds_flag_coord"
63623	"CHEROKEE POINT FARMS"	73926	0.1	0.1	"vwuds_flag_coord"
63625	"BYRDLANKFORD FARM"	71872	0.1	0.1	"vwuds_flag_coord"
63626	"TICONDEROGA FARMS"	71937	0.1	0.1	"vwuds_flag_coord"
63631	"HORSESHOE FARM"	73438	0.1	0.1	"vwuds_flag_coord"
63638	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
63640	"OCTAGON BERRY FARM"	72963	0.1	0.1	"vwuds_flag_coord"
63654	"J L WALKER"	74305	0.1	0.1	"vwuds_flag_coord"
63655	"J L WALKER"	74305	0.1	0.1	"vwuds_flag_coord"
63675	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
63678	"GEORGE H LOVELL"	71979	0.1	0.1	"vwuds_flag_coord"
63679	"SEVEN SPRINGS FARMS INC"	73009	0.1	0.1	"vwuds_flag_coord"
63752	"JAMES N ADAMS"	72119	0.1	0.1	"vwuds_flag_coord"
63760	"ENFIELD SOD - ENFIELD FARM"	72477	0.1	0.1	"vwuds_flag_coord"
63775	"JAMES N ADAMS"	72119	0.1	0.1	"vwuds_flag_coord"
63785	"L O PHILLIPS"	72106	0.1	0.1	"vwuds_flag_coord"
63792	"MANAKIN FARMS SERVICE AREA"	73824	0.1	0.1	"vwuds_flag_coord"
63799	"RW ASKEW NURSERY"	72401	0.1	0.1	"vwuds_flag_coord"
63802	"Lancaster Farms Incorporated"	67291	0.1	0.1	"vwuds_flag_coord"
63805	"WILLIAM BAIN FARMS @Julia Jones Farm"	72940	0.1	0.1	"vwuds_flag_coord"
63806	"JENKINS FLORIST INC"	71826	0.1	0.1	"vwuds_flag_coord"
63807	"INGLESIDE DAIRY FARM, INC."	71593	0.1	0.1	"vwuds_flag_coord"
63811	"GOLD LEAF FARMS INC"	73692	0.1	0.1	"vwuds_flag_coord"
63812	"MIKE ASHWORTH"	72789	0.1	0.1	"vwuds_flag_coord"
63827	"Lancaster Farms Incorporated"	67291	0.1	0.1	"vwuds_flag_coord"
63828	"RW ASKEW NURSERY"	72401	0.1	0.1	"vwuds_flag_coord"
63834	"WOODLAWN \ WALSINGHAM FARMS"	73468	0.1	0.1	"vwuds_flag_coord"
63835	"Midwood Farm"	66917	0.1	0.1	"vwuds_flag_coord"
63836	"Midwood Farm"	66917	0.1	0.1	"vwuds_flag_coord"
63841	"TICONDEROGA FARMS"	71937	0.1	0.1	"vwuds_flag_coord"
63844	"JAMES N ADAMS"	72119	0.1	0.1	"vwuds_flag_coord"
63846	"INGLESIDE PLANTATION NURSERIES"	72612	0.1	0.1	"vwuds_flag_coord"
63847	"NOTTOWAY FARMS"	72078	0.1	0.1	"vwuds_flag_coord"
63850	"Midwood Farm"	66917	0.1	0.1	"vwuds_flag_coord"
63853	"Household, Barn and Lawn"	73380	NA	NA	"vwuds_flag_coord"
63855	"WATKINS NURSERIES INC"	72233	0.1	0.1	"vwuds_flag_coord"
63856	"Duer Home Farm"	67392	0.1	0.1	"vwuds_flag_coord"
63857	"ELLIOTT FARMS"	71899	0.1	0.1	"vwuds_flag_coord"
63861	"WATKINS NURSERIES INC"	72233	0.1	0.1	"vwuds_flag_coord"
63863	"JAMES N ADAMS"	72119	0.1	0.1	"vwuds_flag_coord"
63864	"GOLD LEAF FARMS INC"	73692	0.1	0.1	"vwuds_flag_coord"
63866	"FREDDIE M COX"	72039	0.1	0.1	"vwuds_flag_coord"
63870	"BASS FARMS"	73901	0.1	0.1	"vwuds_flag_coord"
63871	"YAROS FARMS INC"	72380	0.1	0.1	"vwuds_flag_coord"
63872	"AKERS FARM"	71678	0.1	0.1	"vwuds_flag_coord"
63878	"FRANK J ETZ III"	71980	0.1	0.1	"vwuds_flag_coord"
63882	"Duer Home Farm"	67392	0.1	0.1	"vwuds_flag_coord"
63885	"BASS FARMS"	73901	0.1	0.1	"vwuds_flag_coord"
63887	"JACKIE CHAPPELL"	72085	0.1	0.1	"vwuds_flag_coord"
63888	"Lancaster Farms Incorporated"	67291	0.1	0.1	"vwuds_flag_coord"
63892	"Dennis Nursery"	67239	0.1	0.1	"vwuds_flag_coord"
63894	"EMERSON BROTHERS"	72756	0.1	0.1	"vwuds_flag_coord"
63896	"SEVEN SPRINGS FARMS INC"	73009	0.1	0.1	"vwuds_flag_coord"
63902	"CARL BOUSMAN"	71633	0.1	0.1	"vwuds_flag_coord"
63905	"Haynesville Correctional Center"	67303	NA	NA	"vwuds_flag_coord"
63910	"EMERSON BROTHERS"	72756	0.1	0.1	"vwuds_flag_coord"
63916	"MARK NEWMAN"	74016	0.1	0.1	"vwuds_flag_coord"
63919	"YAROS FARMS INC"	72380	0.1	0.1	"vwuds_flag_coord"
63924	"CORBIN HALL FARM"	74205	0.1	0.1	"vwuds_flag_coord"
63925	"RENWOOD FARMS INC"	72755	0.1	0.1	"vwuds_flag_coord"
63927	"SMITH TURF FARM"	73881	0.1	0.1	"vwuds_flag_coord"
63930	"GOLD LEAF FARMS INC"	73692	0.1	0.1	"vwuds_flag_coord"
63931	"GOLD LEAF FARMS INC"	73692	0.1	0.1	"vwuds_flag_coord"
63942	"RENWOOD FARMS INC"	72755	0.1	0.1	"vwuds_flag_coord"
63944	"HILLSBOROUGH FARM INC"	73423	0.1	0.1	"vwuds_flag_coord"
63946	"RICHARD L  SCRUGGS"	72966	0.1	0.1	"vwuds_flag_coord"
63949	"CARROLL COUNTY REGIONAL"	71668	NA	NA	"vwuds_flag_coord"
63950	"MARK NEWMAN"	74016	0.1	0.1	"vwuds_flag_coord"
63951	"ROAKES BROTHER FARM"	71911	0.1	0.1	"vwuds_flag_coord"
63965	"MAC BUTTERWORTH JR."	73188	0.1	0.1	"vwuds_flag_coord"
63968	"HICKORY CONCENTRATOR SITE"	74405	36.5219	-77.3547	"vwuds_flag_coord"
63972	"Casta Line Trout Farm - Craigsville"	73152	NA	NA	"vwuds_flag_coord"
63974	"GRAINFIELD FARM"	72475	0.1	0.1	"vwuds_flag_coord"
63977	"Davis Farm"	66995	0.1	0.1	"vwuds_flag_coord"
63978	"Duer Home Farm"	67392	0.1	0.1	"vwuds_flag_coord"
63979	"ROAKES BROTHER FARM"	71911	0.1	0.1	"vwuds_flag_coord"
63982	"CARROLL COUNTY REGIONAL"	71668	NA	NA	"vwuds_flag_coord"
63986	"Van Kesteren Farms Incorporated"	67020	NA	NA	"vwuds_flag_coord"
63987	"DUTCH ROAD FARMS"	73227	0.1	0.1	"vwuds_flag_coord"
63988	"WAYNE C BARNES"	72149	0.1	0.1	"vwuds_flag_coord"
63991	"GREEN ACRES FARMS"	73274	0.1	0.1	"vwuds_flag_coord"
63994	"WHITES NURSERY"	72934	0.1	0.1	"vwuds_flag_coord"
63995	"JAMES N ADAMS"	72119	0.1	0.1	"vwuds_flag_coord"
63999	"MARK NEWMAN"	74016	0.1	0.1	"vwuds_flag_coord"
64001	"HILLSBOROUGH FARM INC"	73423	0.1	0.1	"vwuds_flag_coord"
64002	"INGLESIDE PLANTATION NURSERIES"	72612	0.1	0.1	"vwuds_flag_coord"
64005	"Midwood Farm"	66917	0.1	0.1	"vwuds_flag_coord"
64006	"Bredimus Farm"	68667	NA	NA	"vwuds_flag_coord"
64011	"HARVEY WOOD & SON"	72794	0.1	0.1	"vwuds_flag_coord"
64013	"J L WALKER"	74305	0.1	0.1	"vwuds_flag_coord"
64015	"ROBERT E NUCKOLS"	71694	0.1	0.1	"vwuds_flag_coord"
64021	"ENFIELD SOD - ENFIELD FARM"	72477	0.1	0.1	"vwuds_flag_coord"
64022	"WOLF TRAP NURSERY"	73882	0.1	0.1	"vwuds_flag_coord"
64023	"BLACKWATER HOG FARM"	71922	0.1	0.1	"vwuds_flag_coord"
64025	"LAKE WILDERNESS SERVICE AREA"	72573	0.1	0.1	"vwuds_flag_coord"
64032	"BAYSHORE FARMS"	74074	0.1	0.1	"vwuds_flag_coord"
64035	"ROY BARNHART"	71925	0.1	0.1	"vwuds_flag_coord"
64037	"Household, Barn and Lawn"	73380	NA	NA	"vwuds_flag_coord"
64038	"EMERSON BROTHERS"	72756	0.1	0.1	"vwuds_flag_coord"
64039	"EMERSON BROTHERS"	72756	0.1	0.1	"vwuds_flag_coord"
64040	"TICONDEROGA FARMS"	71937	0.1	0.1	"vwuds_flag_coord"
64042	"BURRUSS AND BURRUSS INC"	72321	0.1	0.1	"vwuds_flag_coord"
64048	"Painter Complex"	67394	0.1	0.1	"vwuds_flag_coord"
64049	"Farm Ponds"	73713	0.1	0.1	"vwuds_flag_coord"
64050	"MARK NEWMAN"	74016	0.1	0.1	"vwuds_flag_coord"
64052	"BASS FARMS"	73901	0.1	0.1	"vwuds_flag_coord"
64053	"DONALD L MOORE"	74190	0.1	0.1	"vwuds_flag_coord"
64055	"KINGS GREAT FARMS INC"	71973	0.1	0.1	"vwuds_flag_coord"
64056	"CREEKSIDE FARMS INC"	73490	0.1	0.1	"vwuds_flag_coord"
64057	"DEAN HICKMAN"	72072	0.1	0.1	"vwuds_flag_coord"
64065	"A L BAILEY FARMS"	72185	0.1	0.1	"vwuds_flag_coord"
64066	"Newman South Farm"	67344	0.1	0.1	"vwuds_flag_coord"
64067	"Suffolk Main System (G.ROBERT HOUSE WTP)"	74429	NA	NA	"vwuds_flag_coord"
64068	"MAXWELL NEWTON"	71964	0.1	0.1	"vwuds_flag_coord"
64069	"GORDON BROTHERS ENTERPRISES"	72999	0.1	0.1	"vwuds_flag_coord"
64070	"BLACKWATER HOG FARM"	71922	0.1	0.1	"vwuds_flag_coord"
64071	"THOMAS M BURTON"	73191	0.1	0.1	"vwuds_flag_coord"
64072	"MRS EMILY JEFFERSON"	72116	0.1	0.1	"vwuds_flag_coord"
64073	"RIVER MONT FARMS"	74263	0.1	0.1	"vwuds_flag_coord"
64075	"MARK NEWMAN"	74016	0.1	0.1	"vwuds_flag_coord"
64076	"JOHN N MILLS & SONS - 3 FARMS"	73280	0.1	0.1	"vwuds_flag_coord"
64077	"BASS FARMS"	73901	0.1	0.1	"vwuds_flag_coord"
64082	"Duer Home Farm"	67392	0.1	0.1	"vwuds_flag_coord"
64084	"CARL V SHELL"	72257	0.1	0.1	"vwuds_flag_coord"
64091	"Linsky Plant Farm"	73702	0.1	0.1	"vwuds_flag_coord"
64092	"SUFFOLK AND ISLE OF WIGHT"	73007	NA	NA	"vwuds_flag_coord"
64097	"SEVEN SPRINGS FARMS INC"	73009	0.1	0.1	"vwuds_flag_coord"
64098	"REMINGTON SERVICE AREA"	72745	NA	NA	"vwuds_flag_coord"
64099	"Jones 3 Farm"	67416	NA	NA	"vwuds_flag_coord"
64101	"MARK NEWMAN"	74016	0.1	0.1	"vwuds_flag_coord"
64109	"TICONDEROGA FARMS"	71937	0.1	0.1	"vwuds_flag_coord"
64120	"JOHN N MILLS & SONS - 3 FARMS"	73280	0.1	0.1	"vwuds_flag_coord"
64121	"EVELYN F PELL"	73265	0.1	0.1	"vwuds_flag_coord"
64124	"THOMAS L KEATTS"	73899	0.1	0.1	"vwuds_flag_coord"
64125	"GLENVAR EAST SERVICE AREA"	73846	NA	NA	"vwuds_flag_coord"
64126	"Van Kesteren Farms Incorporated"	67020	NA	NA	"vwuds_flag_coord"
64132	"Bennetts Creek Wholesale Nursery"	66897	0.1	0.1	"vwuds_flag_coord"
64138	"CHEROKEE POINT FARMS"	73926	0.1	0.1	"vwuds_flag_coord"
64140	"Painter Complex"	67394	0.1	0.1	"vwuds_flag_coord"
64145	"KINGS GREAT FARMS INC"	71973	0.1	0.1	"vwuds_flag_coord"
64146	"GORDON BROTHERS ENTERPRISES"	72999	0.1	0.1	"vwuds_flag_coord"
64153	"FLOWER DEW HUNDRED"	74112	NA	NA	"vwuds_flag_coord"
64165	"FLOWER DEW HUNDRED"	74112	NA	NA	"vwuds_flag_coord"
64175	"PLAIN DEALING FARM"	73489	0.1	0.1	"vwuds_flag_coord"
64185	"Newman Farms"	67204	0.1	0.1	"vwuds_flag_coord"
64190	"PLAIN DEALING FARM"	73489	0.1	0.1	"vwuds_flag_coord"
64204	"CHEROKEE POINT FARMS"	73926	0.1	0.1	"vwuds_flag_coord"
64208	"ROCKBRIDGE COUNTY WELL SOURCES"	73971	NA	NA	"vwuds_flag_coord"
64227	"Grange Hall School"	74062	NA	NA	"vwuds_flag_coord"
64246	"Farms"	73232	NA	NA	"vwuds_flag_coord"
64251	"Spillman Farm"	73722	NA	NA	"vwuds_flag_coord"
64256	"Henry Fitzgerald Farm"	73215	NA	NA	"vwuds_flag_coord"
64263	"GRAINFIELD FARM"	72475	0.1	0.1	"vwuds_flag_coord"
64273	"LAKE LAND 'OR SERVICE AREA"	73768	NA	NA	"vwuds_flag_coord"
64308	"Mayhew Farm"	73320	NA	NA	"vwuds_flag_coord"
64309	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64329	"MANAKIN FARMS SERVICE AREA"	73824	0.1	0.1	"vwuds_flag_coord"
64334	"VPI & SU  TIDEWATER AREC"	72635	0.1	0.1	"vwuds_flag_coord"
64339	"MAPPSVILLE PLANT"	72824	37.83566667	75.57751944	"vwuds_flag_coord"
64343	"BUSHSWAMP FARMS"	71794	0.1	0.1	"vwuds_flag_coord"
64344	"CRESCENT DALE FARMS"	73736	0.1	0.1	"vwuds_flag_coord"
64352	"Brink Concentrator Site System"	72936	NA	NA	"vwuds_flag_coord"
64354	"INGLESIDE PLANTATION NURSERIES"	72612	0.1	0.1	"vwuds_flag_coord"
64367	"KELLEY FARMS INC."	71792	0.1	0.1	"vwuds_flag_coord"
64368	"SIX-O-FIVE VILLAGE"	72802	NA	NA	"vwuds_flag_coord"
64372	"DAVID HUDSON"	74339	0.1	0.1	"vwuds_flag_coord"
64373	"GORDEN WINFIELD, III"	73667	0.1	0.1	"vwuds_flag_coord"
64374	"CONCORD CONCENTRATOR SITE"	71999	36.5218	-77.3443	"vwuds_flag_coord"
64378	"MANAKIN FARMS SERVICE AREA"	73824	0.1	0.1	"vwuds_flag_coord"
64389	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
64390	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64392	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64393	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64394	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64395	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64396	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64397	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64400	"OAKWOOD SERVICE AREA"	73774	NA	NA	"vwuds_flag_coord"
64401	"Marshall-Johnson-Grapeland Complex"	67003	0.1	0.1	"vwuds_flag_coord"
64402	"Walker Farm"	67155	0.1	0.1	"vwuds_flag_coord"
64405	"Roxbury Industrial Center"	72684	NA	NA	"vwuds_flag_coord"
64407	"GRAINFIELD FARM"	72475	NA	37.70033	"vwuds_flag_coord"
64412	"AUBREY H LEWIS"	71719	0.1	0.1	"vwuds_flag_coord"
64414	"FOREST LODGE SERVICE AREA"	73305	0.1	0.1	"vwuds_flag_coord"
64417	"TIMBER RIDGE FRUIT FARM"	73072	0.1	0.1	"vwuds_flag_coord"
64418	"MERRYVALE FARMS"	74302	NA	37.5577	"vwuds_flag_coord"
64426	"Farms"	73232	NA	NA	"vwuds_flag_coord"
64429	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64430	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64431	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64432	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64433	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64436	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64437	"SHENANDOAH BREWERY "	74032	NA	-78.6802726639	"vwuds_flag_coord"
64444	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64445	"WINDMERE POINT"	74399	NA	NA	"vwuds_flag_coord"
64450	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64451	"CREEK RUN FARM"	73615	NA	NA	"vwuds_flag_coord"
64458	"J L WALKER"	74305	0.1	0.1	"vwuds_flag_coord"
64460	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64463	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64464	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64465	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64476	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64479	"Newman South"	73425	0.1	0.1	"vwuds_flag_coord"
64481	"COX FARMS"	74060	0.1	0.1	"vwuds_flag_coord"
64483	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64484	"Warren Bain Farms"	72742	0.1	0.1	"vwuds_flag_coord"
64485	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64488	"CARL BOUSMAN"	71633	0.1	0.1	"vwuds_flag_coord"
64494	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64496	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64499	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64504	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64505	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64507	"Farms"	73232	NA	NA	"vwuds_flag_coord"
64512	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64514	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64515	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64516	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64517	"CHERITON AND HOLLYDALE FARMS"	72780	NA	NA	"vwuds_flag_coord"
64519	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64522	"RIVER BEND COUNTRY CLUB"	73567	NA	NA	"vwuds_flag_coord"
64524	"RIVER BEND COUNTRY CLUB"	73567	NA	NA	"vwuds_flag_coord"
64525	"BLACKWATER VALLEY FARM"	74223	0.1	0.1	"vwuds_flag_coord"
64527	"OAKWOOD SERVICE AREA"	73774	NA	NA	"vwuds_flag_coord"
64528	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64531	"RAY NEWMAN"	74017	0.1	0.1	"vwuds_flag_coord"
64534	"Farms"	73232	NA	NA	"vwuds_flag_coord"
64536	"SYDNOR - small well systems"	71570	NA	NA	"vwuds_flag_coord"
64537	"RIVER BEND COUNTRY CLUB"	73567	NA	NA	"vwuds_flag_coord"
64538	"RIVER BEND COUNTRY CLUB"	73567	NA	NA	"vwuds_flag_coord"
64542	"SYDNOR - small well systems"	71570	0.1	0.1	"vwuds_flag_coord"
64545	"CHERITON AND HOLLYDALE FARMS"	72780	NA	NA	"vwuds_flag_coord"
64551	"Van Kesteren Farms Incorporated"	67020	NA	NA	"vwuds_flag_coord"
64552	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64553	"YAROS FARMS INC"	72380	NA	NA	"vwuds_flag_coord"
64554	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64555	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64556	"HARTLAND INSTITUTE"	73437	NA	NA	"vwuds_flag_coord"
64559	"Farms"	73232	NA	NA	"vwuds_flag_coord"
64564	"CHERITON AND HOLLYDALE FARMS"	72780	NA	NA	"vwuds_flag_coord"
64566	"Somerset"	71851	NA	NA	"vwuds_flag_coord"
64568	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64571	"GOLD LEAF FARMS INC"	73692	NA	NA	"vwuds_flag_coord"
64572	"Renwood @ Curles Neck"	73027	NA	NA	"vwuds_flag_coord"
64578	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64579	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64580	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64581	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64582	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64583	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64584	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64585	"COX FARMS"	74060	0.1	0.1	"vwuds_flag_coord"
64586	"HARTLAND INSTITUTE"	73437	NA	NA	"vwuds_flag_coord"
64587	"DONALD L MOORE"	74190	NA	NA	"vwuds_flag_coord"
64588	"Farms"	73232	NA	NA	"vwuds_flag_coord"
64589	"GORDEN WINFIELD, III"	73667	NA	NA	"vwuds_flag_coord"
64591	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64592	"RONALD W CREWS"	74387	NA	NA	"vwuds_flag_coord"
64594	"RONALD W CREWS"	74387	NA	NA	"vwuds_flag_coord"
64595	"Townfield"	66994	NA	NA	"vwuds_flag_coord"
64596	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64597	"APPLE TREE VILLAGE S3/STEEPLEC"	73668	NA	NA	"vwuds_flag_coord"
64598	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64602	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64603	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64604	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64605	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64606	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64607	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64608	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64609	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64610	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64612	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64613	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64614	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64615	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64620	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64621	"OAKWOOD SERVICE AREA"	73774	NA	NA	"vwuds_flag_coord"
64622	"OAKWOOD SERVICE AREA"	73774	NA	NA	"vwuds_flag_coord"
64624	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64625	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64626	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64627	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64628	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64629	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64630	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64631	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64632	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64633	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64634	"SMALL SYSTEMS"	73830	NA	NA	"vwuds_flag_coord"
64636	"Farms"	73232	NA	NA	"vwuds_flag_coord"
64640	"ENFIELD SOD - ENFIELD FARM"	72477	0.1	0.1	"vwuds_flag_coord"
64686	"Bexley Mobile Home Park"	66850	89.999998477547	-9.84375	"vwuds_flag_coord"
64714	"CHESDIN MANOR SUBDIVISION"	71982	NA	NA	"vwuds_flag_coord"
64715	"STONY SPRINGS SUBDIVISION"	71988	NA	NA	"vwuds_flag_coord"
64716	"ROLLING ACRES I"	73264	NA	NA	"vwuds_flag_coord"
64720	"SPRING HILL FARM"	74366	0.1	0.1	"vwuds_flag_coord"
64721	"SPRING HILL FARM"	74366	0.1	0.1	"vwuds_flag_coord"
64722	"SUNNYBROOK SUBDIVISION"	71987	NA	NA	"vwuds_flag_coord"
64724	"Amelia Courthouse"	74362	NA	NA	"vwuds_flag_coord"
64725	"Amelia Courthouse"	74362	NA	NA	"vwuds_flag_coord"
64726	"Amelia Courthouse"	74362	NA	NA	"vwuds_flag_coord"
64731	"Amelia Courthouse"	74362	NA	NA	"vwuds_flag_coord"
64733	"SPRING HILL FARM"	74366	0.1	0.1	"vwuds_flag_coord"
64769	"Guilford Heights Subdivision"	71690	NA	NA	"vwuds_flag_coord"
64842	"GREEN HILL DAIRY"	71674	0.1	0.1	"vwuds_flag_coord"
64846	"LOVES SERVICE AREA"	71667	NA	NA	"vwuds_flag_coord"
64847	"LOVES SERVICE AREA"	71667	NA	NA	"vwuds_flag_coord"
