"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"dh_link_facility_mps"	"dh_geofield"
"transfer"	"FROM VA0002151"	"outfall"	"echo_VA0002151091"	"active"	"echo_VA0002151"	"POINT (-77.3008333336713 38.5036111111932)"
"transfer"	"FROM VA0002151"	"outfall"	"echo_VA0002151721"	"active"	"echo_VA0002151"	"POINT (-77.298272 38.518351)"
"transfer"	"FROM VA0002160"	"outfall"	"echo_VA0002160001"	"active"	"echo_VA0002160"	"POINT (-78.8909779996106 38.0591050003093)"
"transfer"	"FROM VA0002160"	"outfall"	"echo_VA0002160003"	"active"	"echo_VA0002160"	"POINT (-78.8885740001125 38.0598160002253)"
"transfer"	"FROM VA0002160"	"outfall"	"echo_VA0002160011"	"active"	"echo_VA0002160"	"POINT (-78.8844390000624 38.0639559999026)"
"transfer"	"FROM VA0002160"	"outfall"	"echo_VA0002160013"	"active"	"echo_VA0002160"	"POINT (-78.8866430004423 38.0608019998715)"
"transfer"	"FROM VA0002160"	"outfall"	"echo_VA0002160014"	"active"	"echo_VA0002160"	"POINT (-78.883333 38.061111)"
"transfer"	"FROM VA0002160"	"outfall"	"echo_VA0002160101"	"active"	"echo_VA0002160"	"POINT (-78.8908169999521 38.0584790003371)"
"transfer"	"FROM VA0002178"	"outfall"	"echo_VA0002178001"	"active"	"echo_VA0002178"	"POINT (-78.6447222226155 38.3877777780533)"
"transfer"	"FROM VA0002178"	"outfall"	"echo_VA0002178101"	"active"	"echo_VA0002178"	"POINT (-78.6463888885217 38.3861111113924)"
"transfer"	"FROM VA0002178"	"outfall"	"echo_VA0002178102"	"active"	"echo_VA0002178"	"POINT (-78.6463888885217 38.3861111113924)"
"transfer"	"FROM VA0002194"	"outfall"	"echo_VA0002194001"	"active"	"echo_VA0002194"	"POINT (-78.9846388888736 38.1915277776052)"
"transfer"	"FROM VA0002194"	"outfall"	"echo_VA0002194003"	"active"	"echo_VA0002194"	"POINT (-78.986638889039 38.191083333569)"
"transfer"	"FROM VA0002283"	"outfall"	"echo_VA0002283001"	"active"	"echo_VA0002283"	"POINT (-77.2748055556124 38.8460833334937)"
"transfer"	"FROM VA0002283"	"outfall"	"echo_VA0002283002"	"active"	"echo_VA0002283"	"POINT (-77.2738888886453 38.8472222220993)"
"transfer"	"FROM VA0002313"	"outfall"	"echo_VA0002313001"	"active"	"echo_VA0002313"	"POINT (-78.9755730002964 38.4662739997046)"
"transfer"	"FROM VA0002313"	"outfall"	"echo_VA0002313101"	"active"	"echo_VA0002313"	"POINT (-78.9777340001203 38.4667610002687)"
"transfer"	"FROM VA0002402"	"outfall"	"echo_VA0002402001"	"active"	"echo_VA0002402"	"POINT (-78.8724722223624 38.0919444445105)"
"transfer"	"FROM VA0002585"	"outfall"	"echo_VA0002585001"	"active"	"echo_VA0002585"	"POINT (-77.262777777813 38.6863888890752)"
"transfer"	"FROM VA0002585"	"outfall"	"echo_VA0002585007"	"active"	"echo_VA0002585"	"POINT (-77.2766666663534 38.6938888888327)"
"transfer"	"FROM VA0002585"	"outfall"	"echo_VA0002585008"	"active"	"echo_VA0002585"	"POINT (-77.2761111113508 38.6938888888327)"
"transfer"	"FROM VA0002585"	"outfall"	"echo_VA0002585009"	"active"	"echo_VA0002585"	"POINT (-77.2641666666671 38.6872222219415)"
"transfer"	"FROM VA0002674"	"outfall"	"echo_VA0002674001"	"active"	"echo_VA0002674"	"POINT (-78.91194444478 38.3591666668517)"
"transfer"	"FROM VA0002771"	"outfall"	"echo_VA0002771001"	"active"	"echo_VA0002771"	"POINT (-79.3594444445106 37.7269444447622)"
"transfer"	"FROM VA0002780"	"outfall"	"echo_VA0002780001"	"active"	"echo_VA0002780"	"POINT (-77.3052777781839 37.3583333330176)"
"transfer"	"FROM VA0003018"	"outfall"	"echo_VA0003018001"	"active"	"echo_VA0003018"	"POINT (-76.45366 37.21022)"
"transfer"	"FROM VA0003018"	"outfall"	"echo_VA0003018002"	"active"	"echo_VA0003018"	"POINT (-76.4374999999026 37.2180555553997)"
"transfer"	"FROM VA0003018"	"outfall"	"echo_VA0003018101"	"active"	"echo_VA0003018"	"POINT (-76.45366 37.21022)"
"transfer"	"FROM VA0003018"	"outfall"	"echo_VA0003018102"	"active"	"echo_VA0003018"	"POINT (-76.45366 37.21022)"
"transfer"	"FROM VA0003026"	"outfall"	"echo_VA0003026001"	"active"	"echo_VA0003026"	"POINT (-79.355595 37.532832)"
"transfer"	"FROM VA0003026"	"outfall"	"echo_VA0003026002"	"active"	"echo_VA0003026"	"POINT (-79.3568100001926 37.5333999997945)"
"transfer"	"FROM VA0003026"	"outfall"	"echo_VA0003026301"	"active"	"echo_VA0003026"	"POINT (-79.3649999999267 37.5111111112025)"
"transfer"	"FROM VA0003077"	"outfall"	"echo_VA0003077001"	"active"	"echo_VA0003077"	"POINT (-77.2912800003564 37.35300000025)"
"transfer"	"FROM VA0003077"	"outfall"	"echo_VA0003077002"	"active"	"echo_VA0003077"	"POINT (-77.29172800007 37.3530980001029)"
"transfer"	"FROM VA0003077"	"outfall"	"echo_VA0003077003"	"active"	"echo_VA0003077"	"POINT (-77.2901000003486 37.3527009999009)"
"transfer"	"FROM VA0003077"	"outfall"	"echo_VA0003077101"	"active"	"echo_VA0003077"	"POINT (-77.2922222225966 37.3513888887209)"
"transfer"	"FROM VA0003077"	"outfall"	"echo_VA0003077102"	"active"	"echo_VA0003077"	"POINT (-77.2922222225966 37.3513888887209)"
"transfer"	"FROM VA0003115"	"outfall"	"echo_VA0003115001"	"active"	"echo_VA0003115"	"POINT (-76.8105555556194 37.5430555555218)"
"transfer"	"FROM VA0003115"	"outfall"	"echo_VA0003115002"	"active"	"echo_VA0003115"	"POINT (-76.8038888892997 37.5358333334885)"
"transfer"	"FROM VA0003115"	"outfall"	"echo_VA0003115003"	"active"	"echo_VA0003115"	"POINT (-76.8038888892997 37.5358333334885)"
"transfer"	"FROM VA0003115"	"outfall"	"echo_VA0003115004"	"active"	"echo_VA0003115"	"POINT (-76.8038888892997 37.5358333334885)"
"transfer"	"FROM VA0003115"	"outfall"	"echo_VA0003115007"	"active"	"echo_VA0003115"	"POINT (-76.8038888892997 37.5358333334885)"
"transfer"	"FROM VA0003115"	"outfall"	"echo_VA0003115008"	"active"	"echo_VA0003115"	"POINT (-76.8038888892997 37.5358333334885)"
"transfer"	"FROM VA0003115"	"outfall"	"echo_VA0003115101"	"active"	"echo_VA0003115"	"POINT (-76.8105555556194 37.5430555555218)"
"transfer"	"FROM VA0003344"	"outfall"	"echo_VA0003344001"	"active"	"echo_VA0003344"	"POINT (-79.83877 37.81103)"
"transfer"	"FROM VA0003433"	"outfall"	"echo_VA0003433002"	"active"	"echo_VA0003433"	"POINT (-77.0030555558197 36.6519444443818)"
"transfer"	"FROM VA0003433"	"outfall"	"echo_VA0003433201"	"active"	"echo_VA0003433"	"POINT (-77.0030555558197 36.5519444443667)"
"transfer"	"FROM VA0003492"	"outfall"	"echo_VA0003492005"	"active"	"echo_VA0003492"	"POINT (-77.2727500000366 37.2841200002595)"
"transfer"	"FROM VA0003492"	"outfall"	"echo_VA0003492006"	"active"	"echo_VA0003492"	"POINT (-77.2741409999315 37.283104999924)"
"transfer"	"FROM VA0003646"	"outfall"	"echo_VA0003646003"	"active"	"echo_VA0003646"	"POINT (-79.9927777781217 37.8002777780543)"
"transfer"	"FROM VA0003697"	"outfall"	"echo_VA0003697001"	"active"	"echo_VA0003697"	"POINT (-79.0583333330499 37.4194444441966)"
"transfer"	"FROM VA0003697"	"outfall"	"echo_VA0003697101"	"active"	"echo_VA0003697"	"POINT (-79.0591666669013 37.4158333333499)"
"transfer"	"FROM VA0003697"	"outfall"	"echo_VA0003697601"	"active"	"echo_VA0003697"	"POINT (-79.0588888889508 37.4166666665996)"
"transfer"	"FROM VA0003697"	"outfall"	"echo_VA0003697701"	"active"	"echo_VA0003697"	"POINT (-79.0580555559977 37.4172222219425)"
"transfer"	"FROM VA0003808"	"outfall"	"echo_VA0003808001"	"active"	"echo_VA0003808"	"POINT (-75.655555555316 37.7861111108851)"
"transfer"	"FROM VA0003867"	"outfall"	"echo_VA0003867002"	"active"	"echo_VA0003867"	"POINT (-76.2755555553894 37.8250000002187)"
"transfer"	"FROM VA0003867"	"outfall"	"echo_VA0003867995"	"active"	"echo_VA0003867"	"POINT (-76.2791666669489 37.8291666668035)"
"transfer"	"FROM VA0004031"	"outfall"	"echo_VA0004031001"	"active"	"echo_VA0004031"	"POINT (-77.5508333336864 37.6991666669264)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090001"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090002"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090050"	"active"	"echo_VA0004090"	"POINT (-76.6895833331987 37.1671111111966)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090051"	"active"	"echo_VA0004090"	"POINT (-76.6830555554051 37.1616666665816)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090052"	"active"	"echo_VA0004090"	"POINT (-76.6711111107213 37.156944444471)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090053"	"active"	"echo_VA0004090"	"POINT (-76.6711111107213 37.1547222223211)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090101"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090102"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090103"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090104"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090105"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090106"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090107"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090108"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090109"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090110"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090111"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090112"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090113"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090114"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090115"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090116"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090117"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090118"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090119"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090120"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090121"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004090"	"outfall"	"echo_VA0004090122"	"active"	"echo_VA0004090"	"POINT (-76.7063888888716 37.1716666670214)"
"transfer"	"FROM VA0004103"	"outfall"	"echo_VA0004103001"	"active"	"echo_VA0004103"	"POINT (-76.45749999976 37.2169444441455)"
"transfer"	"FROM VA0004103"	"outfall"	"echo_VA0004103002"	"active"	"echo_VA0004103"	"POINT (-76.45749999976 37.2169444441455)"
"transfer"	"FROM VA0004103"	"outfall"	"echo_VA0004103003"	"active"	"echo_VA0004103"	"POINT (-76.4700000003447 37.1891666666395)"
"transfer"	"FROM VA0004103"	"outfall"	"echo_VA0004103004"	"active"	"echo_VA0004103"	"POINT (-76.4686111114906 37.1883333334527)"
"transfer"	"FROM VA0004103"	"outfall"	"echo_VA0004103101"	"active"	"echo_VA0004103"	"POINT (-76.4591666665645 37.215000000133)"
"transfer"	"FROM VA0004103"	"outfall"	"echo_VA0004103102"	"active"	"echo_VA0004103"	"POINT (-76.4566666668069 37.2166666666363)"
"transfer"	"FROM VA0004103"	"outfall"	"echo_VA0004103104"	"active"	"echo_VA0004103"	"POINT (-76.4525000002448 37.2280555555048)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138001"	"active"	"echo_VA0004138"	"POINT (-78.2881089995661 37.7079239996663)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138002"	"active"	"echo_VA0004138"	"POINT (-78.2907909997969 37.7090489998421)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138004"	"active"	"echo_VA0004138"	"POINT (-78.2952777774173 37.7041666665892)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138202"	"active"	"echo_VA0004138"	"POINT (-78.2791666670698 37.7041666665892)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138203"	"active"	"echo_VA0004138"	"POINT (-78.2930555556101 37.7058333332952)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138501"	"active"	"echo_VA0004138"	"POINT (-78.2902777779021 37.7072222218977)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138502"	"active"	"echo_VA0004138"	"POINT (-78.2902777779021 37.7072222218977)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138503"	"active"	"echo_VA0004138"	"POINT (-78.2902777779021 37.7072222218977)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138504"	"active"	"echo_VA0004138"	"POINT (-78.2902777779021 37.7072222218977)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138505"	"active"	"echo_VA0004138"	"POINT (-78.2902777779021 37.7072222218977)"
"transfer"	"FROM VA0004138"	"outfall"	"echo_VA0004138999"	"active"	"echo_VA0004138"	"POINT (-78.2902777779021 37.7072222218977)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146001"	"active"	"echo_VA0004146"	"POINT (-77.3808333331012 37.3827777775892)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146002"	"active"	"echo_VA0004146"	"POINT (-77.3800000001481 37.3827777775892)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146003"	"active"	"echo_VA0004146"	"POINT (-77.3844444446607 37.3719444443421)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146004"	"active"	"echo_VA0004146"	"POINT (-77.3816666669527 37.3716666667492)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146005"	"active"	"echo_VA0004146"	"POINT (-77.3638888889023 37.3722222223342)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146006"	"active"	"echo_VA0004146"	"POINT (-77.3779 37.3821)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146007"	"active"	"echo_VA0004146"	"POINT (-77.3779 37.3821)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146008"	"active"	"echo_VA0004146"	"POINT (-77.3779 37.3821)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146009"	"active"	"echo_VA0004146"	"POINT (-77.3779 37.3821)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146010"	"active"	"echo_VA0004146"	"POINT (-77.3779 37.3821)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146011"	"active"	"echo_VA0004146"	"POINT (-77.3779 37.3821)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146101"	"active"	"echo_VA0004146"	"POINT (-77.3811590002395 37.3789529999307)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146104"	"active"	"echo_VA0004146"	"POINT (-77.3779 37.3821)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146301"	"active"	"echo_VA0004146"	"POINT (-77.3835050000113 37.3741110003071)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146302"	"active"	"echo_VA0004146"	"POINT (-77.386116000097 37.3827809996767)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146303"	"active"	"echo_VA0004146"	"POINT (-77.3844470003677 37.3763910003071)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146304"	"active"	"echo_VA0004146"	"POINT (-77.3958630003058 37.3857740001161)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146401"	"active"	"echo_VA0004146"	"POINT (-77.3844444446607 37.3763888887105)"
"transfer"	"FROM VA0004146"	"outfall"	"echo_VA0004146402"	"active"	"echo_VA0004146"	"POINT (-77.3858333335148 37.3827777775892)"
"transfer"	"FROM VA0004162"	"outfall"	"echo_VA0004162001"	"active"	"echo_VA0004162"	"POINT (-76.9136111114636 36.5533333335205)"
"transfer"	"FROM VA0004162"	"outfall"	"echo_VA0004162103"	"active"	"echo_VA0004162"	"POINT (-76.9136111114636 36.5533333335205)"
"transfer"	"FROM VA0004642"	"outfall"	"echo_VA0004642001"	"active"	"echo_VA0004642"	"POINT (-77.2632777774052 37.3030277776053)"
"transfer"	"FROM VA0004642"	"outfall"	"echo_VA0004642002"	"active"	"echo_VA0004642"	"POINT (-77.2666666664247 37.3005555554965)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669001"	"active"	"echo_VA0004669"	"POINT (-77.4291666668387 37.4458333329991)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669002"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4541700002755)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669003"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4458300002242)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669004"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4499999998776)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669005"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4499999998776)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669006"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4499999998776)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669007"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4499999998776)"
"transfer"	"FROM VA0004669"	"outfall"	"echo_VA0004669008"	"active"	"echo_VA0004669"	"POINT (-77.437499999963 37.4541700002755)"
