"hydrocode"	"varkey"	"propname"	"propvalue"	"proptext"	"propcode"	"startdate"	"enddate"
"echo_VA0089303"	"impair_cause"	"impair_cause"	""	"NOXIOUS AQUATIC PLANTS | ORGANIC ENRICHMENT/OXYGEN DEPLETION"	""	""	""
"echo_VAU001687"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001671"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAR050577"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0083054"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0092070"	"impair_cause"	"impair_cause"	""	"MERCURY"	""	""	""
"echo_VAR150067"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS"	""	""	""
"echo_VAR050901"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS"	""	""	""
"echo_VA0000370"	"impair_cause"	"impair_cause"	""	"POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0060798"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0052337"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0002160"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS"	""	""	""
"echo_VAN010050"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS"	""	""	""
"echo_VA0001678"	"impair_cause"	"impair_cause"	""	"MERCURY | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0089958"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAU001634"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0089486"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0005819"	"impair_cause"	"impair_cause"	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0020249"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0020257"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAN010023"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS_PATHOGENS"	""	""	""
"echo_VA0060968"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS_PATHOGENS"	""	""	""
"echo_VAL060968"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS_PATHOGENS"	""	""	""
"echo_VAR050690"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0021733"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001584"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0088579"	"impair_cause"	"impair_cause"	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | TOXIC ORGANICS_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAL025143"	"impair_cause"	"impair_cause"	""	"PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAN010021"	"impair_cause"	"impair_cause"	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | TOXIC ORGANICS_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0025143"	"impair_cause"	"impair_cause"	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | TOXIC ORGANICS_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)_PATHOGENS | PESTICIDES | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAU001754"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001579"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAR101072"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0088692"	"impair_cause"	"impair_cause"	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0092631"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0024899"	"impair_cause"	"impair_cause"	""	"PATHOGENS_NA"	""	""	""
"echo_VAL024899"	"impair_cause"	"impair_cause"	""	"PATHOGENS_NA"	""	""	""
"echo_VAU001551"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001555"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0004189"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | DIOXINS | ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0059056"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0087700"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0092797"	"impair_cause"	"impair_cause"	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION"	""	""	""
"echo_VAU001621"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAN010092"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | PATHOGENS"	""	""	""
"echo_VAL022306"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAL022349"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS"	""	""	""
"echo_VAL022322"	"impair_cause"	"impair_cause"	""	"NA_NA"	""	""	""
"echo_VAL062481"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS"	""	""	""
"echo_VAU001858"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAR160060"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0090433"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | NUTRIENTS | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0090395"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0058424"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0091855"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU000028"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU000036"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0004383"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | DIOXINS | ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0003387"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0058254"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0003654"	"impair_cause"	"impair_cause"	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAN010016"	"impair_cause"	"impair_cause"	""	"NA_NA"	""	""	""
"echo_VA0022802"	"impair_cause"	"impair_cause"	""	"NA_NA"	""	""	""
"echo_VA0086665"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0089583"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0087173"	"impair_cause"	"impair_cause"	""	"NOXIOUS AQUATIC PLANTS | ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS"	""	""	""
"echo_VA0090573"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0077763"	"impair_cause"	"impair_cause"	""	"NA_NA"	""	""	""
"echo_VAN030133"	"impair_cause"	"impair_cause"	""	"NA_NA"	""	""	""
"echo_VA0020656"	"impair_cause"	"impair_cause"	""	"POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAR106141"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAR10C662"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAR10C640"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAR10D417"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001676"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0020818"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0020826"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0020851"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0063738"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0020842"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0020869"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAL022390"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""	""
"echo_VA0022390"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""	""
"echo_WV0021687"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0064009"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0029084"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAR100767"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAR10C817"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""	""
"echo_VAR100895"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""	""
"echo_VA0061042"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0061301"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU000031"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0058599"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAN010040"	"impair_cause"	"impair_cause"	""	"POLYCHLORINATED BIPHENYLS (PCBS)_POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0020532"	"impair_cause"	"impair_cause"	""	"POLYCHLORINATED BIPHENYLS (PCBS)_POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAR050974"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0091499"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_WV0090972"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0092347"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0024406"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS | TEMPERATURE"	""	""	""
"echo_VA0020940"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""	""
"echo_VAL020940"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS_NA"	""	""	""
"echo_VA0092894"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001587"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0087645"	"impair_cause"	"impair_cause"	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0055832"	"impair_cause"	"impair_cause"	""	"ALGAL GROWTH | CAUSE UNKNOWN - IMPAIRED BIOTA | ORGANIC ENRICHMENT/OXYGEN DEPLETION | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0088986"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0088978"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0027481"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0060844"	"impair_cause"	"impair_cause"	""	"NA_CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""	""
"echo_VA0005827"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""	""
"echo_VAL025194"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0025194"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA"	""	""	""
"echo_VA0067661"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0052302"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0092665"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_NCG210111"	"impair_cause"	"impair_cause"	""	"MERCURY | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAU001677"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0088943"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | MERCURY | PATHOGENS"	""	""	""
"echo_VA0029556"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0089052"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAU001588"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT"	""	""	""
"echo_VAL025054"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT_CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT"	""	""	""
"echo_VA0025054"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT_CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS) | SEDIMENT"	""	""	""
"echo_VA0032123"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0004791"	"impair_cause"	"impair_cause"	""	"PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_WV1020609"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0091162"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001539"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0065358"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAN020111"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS"	""	""	""
"echo_VA0088749"	"impair_cause"	"impair_cause"	""	"PATHOGENS_PATHOGENS"	""	""	""
"echo_VA0020737"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0085171"	"impair_cause"	"impair_cause"	""	"PATHOGENS | TEMPERATURE_PATHOGENS | TEMPERATURE"	""	""	""
"echo_VAN010107"	"impair_cause"	"impair_cause"	""	"PATHOGENS | TEMPERATURE_PATHOGENS | TEMPERATURE"	""	""	""
"echo_VAU001562"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0026247"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0026417"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAL026417"	"impair_cause"	"impair_cause"	""	"MERCURY"	""	""	""
"echo_VAU001729"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0023892"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0060275"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0089184"	"impair_cause"	"impair_cause"	""	"ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAR100798"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0031194"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0051420"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAL091383"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)_CAUSE UNKNOWN - IMPAIRED BIOTA | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0091383"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)_CAUSE UNKNOWN - IMPAIRED BIOTA | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VAN010017"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VALX90263"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0022250"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0022241"	"impair_cause"	"impair_cause"	""	"MERCURY"	""	""	""
"echo_VA0084034"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001720"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VAU000033"	"impair_cause"	"impair_cause"	""	"MERCURY | ORGANIC ENRICHMENT/OXYGEN DEPLETION | PATHOGENS"	""	""	""
"echo_VA0027014"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VAU001567"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0090531"	"impair_cause"	"impair_cause"	""	"CAUSE UNKNOWN - IMPAIRED BIOTA | PATHOGENS | POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0087254"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0090239"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0064751"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0026972"	"impair_cause"	"impair_cause"	""	"POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0026999"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0068438"	"impair_cause"	"impair_cause"	""	"PATHOGENS"	""	""	""
"echo_VA0067521"	"impair_cause"	"impair_cause"	""	"POLYCHLORINATED BIPHENYLS (PCBS)"	""	""	""
"echo_VA0092916"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
"echo_VA0022225"	"impair_cause"	"impair_cause"	""	"NA"	""	""	""
