"OutfallID"|"Outfall_Type"|"Hydrocode"|"Facility_Name"|"Outfall_Longitude"|"Outfall_Latitude"|"City"|"County"|"Use_Type"|"Permit_Status"
"VA0001945901"|"EXO"|"VA0001945"|"KINDER MORGAN SOUTHEAST TERMINALS LLC - NEWINGTON"|-77.1936111112649|38.7358333332442|"NEWINGTON"|"Fairfax"|"Commercial"|"Effective"
"VA0001961001"|"EXO"|"VA0001961"|"ALMA PLANT"|-78.5661111111413|38.5899999998447|"STANLEY"|"Page"|"Industrial"|"Effective"
"VA0001988001"|"EXO"|"VA0001988"|"KINDER MORGAN SOUTHEAST TERMINALS LLC-NEWINGTON 2"|-77.1938888892154|38.7311111111846|"LORTON"|"Fairfax"|"Commercial"|"Effective"
"VA0002071001"|"EXO"|"VA0002071"|"DOMINION - POSSUM POINT POWER STATION"|-77.2833333335714|38.5366666667372|"DUMFRIES"|"Prince William"|"Energy"|"Admin Continued"
"VA0002071003"|"EXO"|"VA0002071"|"DOMINION - POSSUM POINT POWER STATION"|-77.2827777776705|38.5380555553484|"DUMFRIES"|"Prince William"|"Energy"|"Admin Continued"
"VA0002071007"|"EXO"|"VA0002071"|"DOMINION - POSSUM POINT POWER STATION"|-77.2793888886511|38.5360555555164|"DUMFRIES"|"Prince William"|"Energy"|"Admin Continued"
"VA0002071008"|"EXO"|"VA0002071"|"DOMINION - POSSUM POINT POWER STATION"|-77.2794444440615|38.5361111112326|"DUMFRIES"|"Prince William"|"Energy"|"Admin Continued"
"VA0002071009"|"EXO"|"VA0002071"|"DOMINION - POSSUM POINT POWER STATION"|-77.2793333332406|38.5365277780876|"DUMFRIES"|"Prince William"|"Energy"|"Admin Continued"
"VA0002151003"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.3688888893158|38.5191666663823|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151007"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.298272|38.518351|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151009"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.3094490001028|38.5055559997419|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151010"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.298272|38.518351|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151014"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.298272|38.518351|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151016"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.3030555554785|38.5130555556371|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151030"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.298272|38.518351|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151035"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.3030555554785|38.5119444447712|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151072"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.4111111108379|38.5238888890946|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151073"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.4252777773288|38.522499999687|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151074"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.4219444446181|38.523055555574|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151086"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.373055555878|38.5252777777022|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151090"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.3683333334149|38.5249999997356|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151091"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.3008333336713|38.5036111111932|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002151721"|"EXO"|"VA0002151"|"US MARINE CORPS - MCB QUANTICO - NREAB INDUSTRIAL"|-77.298272|38.518351|"QUANTICO"|""|"Municipal"|"Effective"
"VA0002160001"|"EXO"|"VA0002160"|"APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO"|-78.8909779996106|38.0591050003093|"WAYNESBORO"|""|"Industrial"|"Effective"
"VA0002160003"|"EXO"|"VA0002160"|"APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO"|-78.8885740001125|38.0598160002253|"WAYNESBORO"|""|"Industrial"|"Effective"
"VA0002160011"|"EXO"|"VA0002160"|"APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO"|-78.8844390000624|38.0639559999026|"WAYNESBORO"|""|"Industrial"|"Effective"
"VA0002160013"|"EXO"|"VA0002160"|"APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO"|-78.8866430004423|38.0608019998715|"WAYNESBORO"|""|"Industrial"|"Effective"
"VA0002160014"|"EXO"|"VA0002160"|"APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO"|-78.883333|38.061111|"WAYNESBORO"|""|"Industrial"|"Effective"
"VA0002160101"|"EXO"|"VA0002160"|"APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO"|-78.8908169999521|38.0584790003371|"WAYNESBORO"|""|"Industrial"|"Effective"
"VA0002178001"|"EXO"|"VA0002178"|"MERCK SHARP & DOHME CORP - ELKTON PLANT"|-78.6447222226155|38.3877777780533|"ELKTON"|"Rockingham"|"Industrial"|"Effective"
"VA0002178101"|"EXO"|"VA0002178"|"MERCK SHARP & DOHME CORP - ELKTON PLANT"|-78.6463888885217|38.3861111113924|"ELKTON"|"Rockingham"|"Industrial"|"Effective"
"VA0002178102"|"EXO"|"VA0002178"|"MERCK SHARP & DOHME CORP - ELKTON PLANT"|-78.6463888885217|38.3861111113924|"ELKTON"|"Rockingham"|"Industrial"|"Effective"
"VA0002194001"|"EXO"|"VA0002194"|"ACCUTEC BLADES INC"|-78.9846388888736|38.1915277776052|"VERONA"|"Augusta"|"Industrial"|"Effective"
"VA0002194003"|"EXO"|"VA0002194"|"ACCUTEC BLADES INC"|-78.986638889039|38.191083333569|"VERONA"|"Augusta"|"Industrial"|"Effective"
"VA0002283001"|"EXO"|"VA0002283"|"MOTIVA ENTERPRISES LLC - FAIRFAX"|-77.2748055556124|38.8460833334937|"FAIRFAX"|"Fairfax"|"Commercial"|"Effective"
"VA0002283002"|"EXO"|"VA0002283"|"MOTIVA ENTERPRISES LLC - FAIRFAX"|-77.27309|38.84807|"FAIRFAX"|"Fairfax"|"Commercial"|"Effective"
"VA0002313001"|"EXO"|"VA0002313"|"VPGC LLC-HINTON"|-78.9755730002964|38.4662739997046|"HINTON"|"Rockingham"|"Industrial"|"Effective"
"VA0002313101"|"INO"|"VA0002313"|"VPGC LLC-HINTON"|-78.9777340001203|38.4667610002687|"HINTON"|"Rockingham"|"Industrial"|"Effective"
"VA0002402001"|"EXO"|"VA0002402"|"FORMER GENICOM - WAYNESBORO FACILITY"|-78.8724722223624|38.0919444445105|"WAYNESBORO"|""|"Commercial"|"Effective"
"VA0002585001"|"EXO"|"VA0002585"|"FCWA - LORTON WATER TREATMENT PLANT"|-77.262777777813|38.6863888890752|"LORTON"|""|"Municipal"|"Effective"
"VA0002585007"|"EXO"|"VA0002585"|"FCWA - LORTON WATER TREATMENT PLANT"|-77.2766666663534|38.6938888888327|"LORTON"|""|"Municipal"|"Effective"
"VA0002585008"|"EXO"|"VA0002585"|"FCWA - LORTON WATER TREATMENT PLANT"|-77.2761111113508|38.6938888888327|"LORTON"|""|"Municipal"|"Effective"
"VA0002585009"|"EXO"|"VA0002585"|"FCWA - LORTON WATER TREATMENT PLANT"|-77.2641666666671|38.6872222219415|"LORTON"|""|"Municipal"|"Effective"
"VA0002674001"|"EXO"|"VA0002674"|"HARRISONBURG WTP"|-78.9053610001848|38.4569579999316|"HARRISONBURG"|""|"Municipal"|"Effective"
"VA0002771001"|"EXO"|"VA0002771"|"MODINE MANUFACTURING CO - BUENA VISTA"|-79.3594444445106|37.7269444447622|"BUENA VISTA"|""|"Industrial"|"Effective"
"VA0002780001"|"EXO"|"VA0002780"|"THE SUSTAINABILITY PARK LLC"|-77.3052777781839|37.3583333330176|"CHESTER"|"Chesterfield"|"Industrial"|"Expired"
"VA0003018001"|"EXO"|"VA0003018"|"PLAINS MARKETING LP YORKTOWN"|-76.45366|37.21022|"YORKTOWN"|"York"|"Industrial"|"Effective"
"VA0003018002"|"EXO"|"VA0003018"|"PLAINS MARKETING LP YORKTOWN"|-76.4374999999026|37.2180555553997|"YORKTOWN"|"York"|"Industrial"|"Effective"
"VA0003018101"|"EXO"|"VA0003018"|"PLAINS MARKETING LP YORKTOWN"|-76.45366|37.21022|"YORKTOWN"|"York"|"Industrial"|"Effective"
"VA0003018102"|"EXO"|"VA0003018"|"PLAINS MARKETING LP YORKTOWN"|-76.45366|37.21022|"YORKTOWN"|"York"|"Industrial"|"Effective"
"VA0003026001"|"EXO"|"VA0003026"|"GP BIG ISLAND LLC"|-79.355595|37.532832|"BIG ISLAND"|"Bedford"|"Industrial"|"Effective"
"VA0003026002"|"EXO"|"VA0003026"|"GP BIG ISLAND LLC"|-79.3568100001926|37.5333999997945|"BIG ISLAND"|"Bedford"|"Industrial"|"Effective"
"VA0003026301"|"EXO"|"VA0003026"|"GP BIG ISLAND LLC"|-79.3649999999267|37.5111111112025|"BIG ISLAND"|"Bedford"|"Industrial"|"Effective"
"VA0003077001"|"EXO"|"VA0003077"|"DUPONT TEIJIN FILMS - HOPEWELL SITE"|-77.2912800003564|37.35300000025|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0003077002"|"EXO"|"VA0003077"|"DUPONT TEIJIN FILMS - HOPEWELL SITE"|-77.29172800007|37.3530980001029|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0003077003"|"EXO"|"VA0003077"|"DUPONT TEIJIN FILMS - HOPEWELL SITE"|-77.2901000003486|37.3527009999009|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0003077101"|"EXO"|"VA0003077"|"DUPONT TEIJIN FILMS - HOPEWELL SITE"|-77.2922222225966|37.3513888887209|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0003077102"|"EXO"|"VA0003077"|"DUPONT TEIJIN FILMS - HOPEWELL SITE"|-77.2922222225966|37.3513888887209|"CHESTER"|"Chesterfield"|"Industrial"|"Effective"
"VA0003115001"|"EXO"|"VA0003115"|"WESTROCK CP LLC - WEST POINT"|-76.8105555556194|37.5430555555218|"WEST POINT"|""|"Industrial"|"Effective"
"VA0003115002"|"EXO"|"VA0003115"|"WESTROCK CP LLC - WEST POINT"|-76.8038888892997|37.5358333334885|"WEST POINT"|""|"Industrial"|"Effective"
"VA0003115003"|"EXO"|"VA0003115"|"WESTROCK CP LLC - WEST POINT"|-76.8038888892997|37.5358333334885|"WEST POINT"|""|"Industrial"|"Effective"
"VA0003115004"|"EXO"|"VA0003115"|"WESTROCK CP LLC - WEST POINT"|-76.8038888892997|37.5358333334885|"WEST POINT"|""|"Industrial"|"Effective"
"VA0003115007"|"EXO"|"VA0003115"|"WESTROCK CP LLC - WEST POINT"|-76.8038888892997|37.5358333334885|"WEST POINT"|""|"Industrial"|"Effective"
"VA0003115008"|"EXO"|"VA0003115"|"WESTROCK CP LLC - WEST POINT"|-76.8038888892997|37.5358333334885|"WEST POINT"|""|"Industrial"|"Effective"
"VA0003115101"|"EXO"|"VA0003115"|"WESTROCK CP LLC - WEST POINT"|-76.8105555556194|37.5430555555218|"WEST POINT"|""|"Industrial"|"Effective"
"VA0003344001"|"EXO"|"VA0003344"|"CSX TRANSPORTATION INC - CLIFTON FORGE"|-79.83877|37.81103|"CLIFTON FORGE"|"Alleghany"|"Commercial"|"Terminated"
"VA0003433002"|"EXO"|"VA0003433"|"SOLENIS LLC"|-77.0030555558197|36.6519444443818|"COURTLAND"|"Southampton"|"Industrial"|"Effective"
"VA0003433201"|"EXO"|"VA0003433"|"SOLENIS LLC"|-77.0030555558197|36.5519444443667|"COURTLAND"|"Southampton"|"Industrial"|"Effective"
"VA0003492005"|"EXO"|"VA0003492"|"ASHLAND SPECIALTY INGREDIENTS GP"|-77.2727500000366|37.2841200002595|"HOPEWELL"|""|"Industrial"|"Admin Continued"
"VA0003492006"|"EXO"|"VA0003492"|"ASHLAND SPECIALTY INGREDIENTS GP"|-77.2741409999315|37.283104999924|"HOPEWELL"|""|"Industrial"|"Admin Continued"
"VA0003646003"|"EXO"|"VA0003646"|"WESTROCK VIRGINIA LLC - COVINGTON"|-79.9927777781217|37.8002777780543|"COVINGTON"|""|"Industrial"|"Effective"
"VA0003697001"|"EXO"|"VA0003697"|"BWXT NUCLEAR OPERATIONS GROUP INC"|-79.0583333330499|37.4194444441966|"LYNCHBURG"|"Campbell"|"Industrial"|"Effective"
"VA0003697101"|"EXO"|"VA0003697"|"BWXT NUCLEAR OPERATIONS GROUP INC"|-79.0591666669013|37.4158333333499|"LYNCHBURG"|"Campbell"|"Industrial"|"Effective"
"VA0003697601"|"EXO"|"VA0003697"|"BWXT NUCLEAR OPERATIONS GROUP INC"|-79.0588888889508|37.4166666665996|"LYNCHBURG"|"Campbell"|"Industrial"|"Effective"
"VA0003697701"|"EXO"|"VA0003697"|"BWXT NUCLEAR OPERATIONS GROUP INC"|-79.0580555559977|37.4172222219425|"LYNCHBURG"|"Campbell"|"Industrial"|"Effective"
"VA0003808001"|"EXO"|"VA0003808"|"PERDUE FOODS LLC - ACCOMACK"|-75.655555555316|37.7861111108851|"ACCOMAC"|"Accomack"|"Industrial"|"Effective"
"VA0003867002"|"EXO"|"VA0003867"|"OMEGA PROTEIN - REEDVILLE"|-76.2755555553894|37.8250000002187|"REEDVILLE"|"Northumberland"|"Industrial"|"Effective"
"VA0003867995"|"EXO"|"VA0003867"|"OMEGA PROTEIN - REEDVILLE"|-76.2791666669489|37.8291666668035|"REEDVILLE"|"Northumberland"|"Industrial"|"Effective"
"VA0004031001"|"EXO"|"VA0004031"|"TYSON FARMS INCORPORATED - GLEN ALLEN"|-77.5508333336864|37.6991666669264|"GLEN ALLEN"|"Hanover"|"Industrial"|"Effective"
"VA0004090001"|"COOL"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090002"|"EXO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090050"|"EXO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.6895833331987|37.1671111111966|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090051"|"EXO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.6830555554051|37.1616666665816|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090052"|"EXO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.6711111107213|37.156944444471|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090053"|"EXO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.6711111107213|37.1547222223211|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090101"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090102"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090103"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090104"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090105"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090106"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090107"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090108"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090109"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090110"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090111"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090112"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090113"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090114"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090115"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090116"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090117"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090118"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090119"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090120"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090121"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004090122"|"INO"|"VA0004090"|"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"|-76.7063888888716|37.1716666670214|"SURRY"|"Surry"|"Energy"|"Effective"
"VA0004103001"|"COOL"|"VA0004103"|"DOMINION - YORKTOWN POWER STATION"|-76.45749999976|37.2169444441455|"YORKTOWN"|"York"|"Energy"|"Admin Continued"
"VA0004103002"|"COOL"|"VA0004103"|"DOMINION - YORKTOWN POWER STATION"|-76.45749999976|37.2169444441455|"YORKTOWN"|"York"|"Energy"|"Admin Continued"
"VA0004103003"|"EXO"|"VA0004103"|"DOMINION - YORKTOWN POWER STATION"|-76.4700000003447|37.1891666666395|"YORKTOWN"|"York"|"Energy"|"Admin Continued"
"VA0004103004"|"EXO"|"VA0004103"|"DOMINION - YORKTOWN POWER STATION"|-76.4686111114906|37.1883333334527|"YORKTOWN"|"York"|"Energy"|"Admin Continued"
"VA0004103101"|"INO"|"VA0004103"|"DOMINION - YORKTOWN POWER STATION"|-76.4591666665645|37.215000000133|"YORKTOWN"|"York"|"Energy"|"Admin Continued"
