bundle	name	ftype	hydrocode	fstatus	wkt_geom
facility	AMHERST COUNTY LANDFILL PERMIT NUMBER 181	municipal	echo_VA0088684	active	POINT (-78.974444 37.578056)
facility	AMHERST MOTORS	industrial	echo_VAU001658	inactive	POINT (-81.110882 37.107212)
facility	AMPRO SHIPYARD	unknown	echo_VA0089303	inactive	POINT (-76.440628 37.660836)
facility	"ANCHOR SALES, INC."	commercial	echo_VAU001687	inactive	POINT (-81.110882 37.107212)
facility	ANDERSON LAWN & GARDEN	unknown	echo_VAU001671	inactive	POINT (-79.91165 37.07532)
facility	"ANDERSON LUMBER, INC"	industrial	echo_VAR050577	inactive	POINT (-77.98876 37.334)
facility	ANDROS FOODS NORTH AMERICA	unknown	echo_VA0083054	active	POINT (-78.6205 38.76659)
facility	ANDY GUEST SHENANDOAH RIVER STATE PARK STP	wwtp	echo_VA0092070	active	POINT (-78.300977 38.843419)
facility	APAC	unknown	echo_VAR150067	inactive	POINT (-77.53914 38.75019)
facility	APAC MANASSAS	unknown	echo_VAR050901	inactive	POINT (-77.53914 38.75019)
facility	APCO - GLEN LYN	unknown	echo_VA0000370	active	POINT (-80.8616 37.37039)
facility	APEX OIL COMPANY - CHESAPEAKE TERMINAL DIVISION	commercial	echo_VA0053473	active	POINT (-76.28709 36.80443)
facility	APPALACHIA ELEMENTARY SCHOOL STP	wwtp	echo_VA0060798	active	POINT (-82.746412 36.924156)
facility	APPALACHIA WTP	wwtp	echo_VA0052337	inactive	POINT (-82.753611 36.901667)
facility	APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO	commercial	echo_VAN010050	inactive	POINT (-78.883333 38.061111)
facility	APPAREL AND ADVANCED TEXTILES LLC - WAYNESBORO	commercial	echo_VA0002160	active	POINT (-78.883333 38.061111)
facility	APPAREL FABRICS PROPERTIES INC - HURT PLANT	commercial	echo_VA0001678	inactive	POINT (-79.30821 37.09389)
facility	APPLE MOUNTAIN EXXON STP	wwtp	echo_VA0089958	active	POINT (-78.0996 38.91313)
facility	APPLEBEE'S RESTURANT	unknown	echo_VAU001634	inactive	POINT (-81.110882 37.107212)
facility	APPOMATTOX COUNTY LANDFILL 86	municipal	echo_VA0089486	active	POINT (-78.808175 37.379035)
facility	APPOMATTOX RIVER WATER AUTHORITY	municipal	echo_VA0005819	active	POINT (-77.519165 37.225555)
facility	APPOMATTOX TRICKLING FILTER PLANT	manufacturing	echo_VA0020249	active	POINT (-78.83366 37.3445)
facility	APPOMATTOX WATER RECLAMATION FACILITY	wwtp	echo_VA0020257	active	POINT (-78.816076 37.353927)
facility	AQUIA WASTEWATER TREATMENT PLANT	wwtp	echo_VAN010023	inactive	POINT (-77.39547 38.44636)
facility	AQUIA WASTEWATER TREATMENT PLANT	wwtp	echo_VA0060968	active	POINT (-77.39547 38.44636)
facility	AQUIA WWTP	wwtp	echo_VAL060968	inactive	POINT (-77.39547 38.44636)
facility	ARBOR TECH FOREST PRODUCTS	industrial	echo_VAR050690	inactive	POINT (-77.943305 37.070866)
facility	ARC TERMINALS HOLDINGS LLC	commercial	echo_VA0058572	active	POINT (-76.279362 36.821448)
facility	ARCOLA MONTESSORI SCHOOL AND D	municipal	echo_VA0021733	inactive	POINT (-77.566582 38.942772)
facility	AREVA INC	unknown	echo_VA0004774	active	POINT (-79.050029 37.410554)
facility	ARKERS AUTO SALVAGE	unknown	echo_VAU001584	inactive	POINT (-81.110882 37.107212)
facility	ARLINGTON COUNTY MS4	municipal	echo_VA0088579	inactive	POINT (-77.05692 38.8439)
facility	ARLINGTON COUNTY WATER POLL.	municipal	echo_VAL025143	inactive	POINT (-77.0567 38.84377)
facility	ARLINGTON COUNTY WATER POLLUTION CONTROL FACILITY	wwtp	echo_VAN010021	inactive	POINT (-77.05692 38.8439)
facility	ARLINGTON COUNTY WATER POLLUTION CONTROL FACILITY	wwtp	echo_VA0025143	active	POINT (-77.05692 38.8439)
facility	ARLINGTON NATIONAL CEMETERY	unknown	echo_VAU001754	inactive	POINT (-77.065945 38.883559)
facility	"ASAL TIE & LUMBER CO., INC"	industrial	echo_VAU001579	inactive	POINT (-78.788562 36.794995)
facility	ASHBROOK VILLAGE	municipal	echo_VAR101072	inactive	POINT (-77.47209 39.05897)
facility	ASHBY SUBDIVISION WATER SUPPLY	unknown	echo_VA0088692	inactive	POINT (-76.52956 36.93214)
facility	ASHBY WATER TREATMENT PLANT	wwtp	echo_VA0092631	inactive	POINT (-79.19406 38.21171)
facility	ASHLAND WWTP	wwtp	echo_VA0024899	active	POINT (-77.47916 37.77145)
facility	ASHLAND WWTP	wwtp	echo_VAL024899	inactive	POINT (-77.47916 37.77145)
facility	"ASPHALT EMULSION, INC"	unknown	echo_VAU001551	inactive	POINT (-77.428926 37.555166)
facility	ATLANTIC EQUIPMENT	unknown	echo_VAU001555	inactive	POINT (-78.51636 38.86157)
facility	ATLANTIC METROCAST INC	unknown	echo_VA0004189	inactive	POINT (-76.299629 36.807316)
facility	ATLANTIC POLE VIRGINIA LLC DBA ATLANTIC POLE & PIL	commercial	echo_VA0059056	inactive	POINT (-77.1421 36.62212)
facility	ATLANTIC RESEARCH CORPORATION	commercial	echo_VA0087700	inactive	POINT (-77.58546 38.78827)
facility	ATLANTIC WASTE DISPOSAL INC	unknown	echo_VA0092797	inactive	POINT (-77.177106 37.061279)
facility	ATTKISSON TRUCK & EQUIPMENT	unknown	echo_VAU001621	inactive	POINT (-81.110882 37.107212)
facility	AUGUSTA CNTY SVC AUTH AGGREGATE NUTRIENT DISCHARGE	unknown	echo_VAN010092	inactive	POINT (-78.97262 38.18894)
facility	AUGUSTA CO SER AUTH-STAUNTON	unknown	echo_VAL022306	inactive	POINT (-81.110882 37.107212)
facility	"AUGUSTA CO SERVICE AUTH,WYERS"	unknown	echo_VAL022349	inactive	POINT (-78.8825 38.297777)
facility	AUGUSTA CO.SERVICE AUTH.MT.SID	unknown	echo_VAL022322	inactive	POINT (-78.959444 38.247778)
facility	AUGUSTA COUNTY SERVICE AUTH.-NEW HOPE	municipal	echo_VAL062481	inactive	POINT (-78.90942 38.21492)
facility	AUGUSTA LUMBER - NORTH GARDEN	industrial	echo_VAU001858	inactive	POINT (-78.636308 37.94174)
facility	AUGUSTA LUMBER CO	industrial	echo_VAR160060	inactive	POINT (-79.07332 38.10871)
facility	AUGUSTA LUMBER DIVISION - WEST POINT	industrial	echo_VA0090433	active	POINT (-76.84222 37.57555)
facility	AUGUSTA SPRINGS WTP	wwtp	echo_VA0090395	inactive	POINT (-79.320833 38.105)
facility	AUSTINVILLE LIMESTONE COMPANY INCORPORATED	commercial	echo_VA0058424	active	POINT (-80.917276 36.848675)
facility	AUSTINVILLE WATER TREATMENT PL	wwtp	echo_VA0091855	inactive	POINT (-80.909683 36.852338)
facility	AUTO SALVAGE COMPANY	commercial	echo_VAU000028	inactive	POINT (-81.110882 37.107212)
facility	B & B AUTO SALVAGE	unknown	echo_VAU000036	inactive	POINT (-81.110882 37.107212)
facility	BAE SYSTEMS NORFOLK SHIP REPAIR INC	unknown	echo_VA0004383	active	POINT (-76.285764 36.827032)
facility	BASF CORPORATION - PORTSMOUTH	commercial	echo_VA0003387	inactive	POINT (-76.347997 36.86673)
facility	BASF CORPORATION - SUFFOLK	commercial	echo_VA0058254	active	POINT (-76.54321 36.77736)
facility	BASF CORPORATION - WILLIAMSBURG	commercial	echo_VA0003654	inactive	POINT (-76.617362 37.191687)
facility	BASHAM SIMMS WASTEWATER FACILITY	wwtp	echo_VAN010016	inactive	POINT (-77.71092 39.12141)
facility	BASHAM SIMMS WASTEWATER FACILITY	wwtp	echo_VA0022802	active	POINT (-77.71092 39.12141)
facility	BASSETT MIRROR COMPANY INC -  PHILPOTT PLANT	commercial	echo_VA0086665	active	POINT (-80.0045 36.78999)
facility	BASTIAN WWTP	wwtp	echo_VA0089583	active	POINT (-81.138611 37.1925)
facility	BAY MARINE LTD SEWAGE TREATMENT PLANT	wwtp	echo_VA0087173	active	POINT (-76.317222 37.559722)
facility	BEACON HILL WATER TREATMENT PLANT	wwtp	echo_VA0090573	inactive	POINT (-81.110882 37.107212)
facility	BEAR ISLAND PAPER COMPANY	commercial	echo_VA0077763	inactive	POINT (-77.4375 37.8181)
facility	BEAR ISLAND PAPER COMPANY	commercial	echo_VAN030133	inactive	POINT (-77.4375 37.8181)
facility	BEAUMONT JUVENILE CORRECTION CENTER	municipal	echo_VA0020656	active	POINT (-77.906944 37.680833)
facility	BEAZER HOMES USA-COLONIAL FORGE SECTION 2	municipal	echo_VAR106141	inactive	POINT (-77.45395 38.43711)
facility	BEAZER HOMES USA-GROVES AT WILLOWSFORD	municipal	echo_VAR10C662	inactive	POINT (-77.5846 38.92619)
facility	BEAZER HOMES USA-SPRINGS AT LENAH	municipal	echo_VAR10C640	inactive	POINT (-77.60452 38.94057)
facility	BEAZER HOMES USA-SUMMERFIELD II	municipal	echo_VAR10D417	inactive	POINT (-77.49562 38.27314)
facility	BEDFORD AGRICULTURE SERVICES	unknown	echo_VAU001676	inactive	POINT (-79.35447 37.30078)
facility	BEDFORD COUNTY SCHOOLS - BODY	municipal	echo_VA0020818	inactive	POINT (-79.51758 37.2251)
facility	BEDFORD COUNTY SCHOOLS - NEW L	municipal	echo_VA0020826	inactive	POINT (-79.30561 37.305992)
facility	BEDFORD COUNTY SCHOOLS - OTTER RIVER ELEM SCHOOL	municipal	echo_VA0020851	active	POINT (-79.4343 37.36521)
facility	BEDFORD COUNTY SCHOOLS - STAUNTON RIVER HS	municipal	echo_VA0063738	active	POINT (-79.621565 37.240551)
facility	BEDFORD COUNTY SCHOOLS - STEWARTSVILLE ELEMENTARY	municipal	echo_VA0020842	active	POINT (-79.790263 37.271159)
facility	BEDFORD COUNTY SCHOOLS - THAXT	municipal	echo_VA0020869	inactive	POINT (-79.607177 37.353507)
facility	BEDFORD STP.	wwtp	echo_VAL022390	inactive	POINT (-79.506667 37.333611)
facility	BEDFORD WASTEWATER TREATMENT PLANT	wwtp	echo_VA0022390	active	POINT (-79.506667 37.333611)
facility	BEECH FORK MINE	mining	echo_WV0021687	inactive	POINT (-81.110882 37.107212)
facility	BEELINE TRAILER PARK  STP	wwtp	echo_VA0064009	active	POINT (-82.84537 36.69231)
facility	BELLAMY MANUFACTURING AND REPAIR COMPANY	commercial	echo_VA0029084	active	POINT (-82.46608 36.65472)
facility	BELMONT COUNTRY CLUB	unknown	echo_VAR100767	inactive	POINT (-77.490028 39.051266)
facility	BELVEDERE SECTION II	unknown	echo_VAR10C817	inactive	POINT (-78.457247 38.074166)
facility	BELVEDERE TOWN CENTER	municipal	echo_VAR100895	inactive	POINT (-78.449421 38.074166)
facility	BENNIES MOBILE HOME PARK SEWAGE TREATMENT PLANT	wwtp	echo_VA0061042	active	POINT (-79.110052 37.359376)
facility	BERKELEY ELEMENTARY SCHOOL	municipal	echo_VA0061301	active	POINT (-77.61785 38.12132)
facility	BERRY IRON AND STEEL COMPANY	commercial	echo_VAU000031	inactive	POINT (-81.110882 37.107212)
facility	BERRYVILLE WTP	wwtp	echo_VA0058599	inactive	POINT (-77.984167 39.1025)
facility	BERRYVILLE WWTP	wwtp	echo_VAN010040	inactive	POINT (-77.95567 39.13672)
facility	BERRYVILLE WWTP	wwtp	echo_VA0020532	active	POINT (-77.95567 39.13672)
facility	BFI INDUSTRIES	industrial	echo_VAR050974	inactive	POINT (-78.50408 37.99099)
facility	BFI OLD DOMINION LANDFILL	unknown	echo_VA0091499	inactive	POINT (-77.371012 37.511107)
facility	BIG FOUR SURFACE MINE NO. 2	mining	echo_WV0090972	inactive	POINT (-81.110882 37.107212)
facility	BIG MEADOWS LEWIS SPRING CALCI	unknown	echo_VA0092347	inactive	POINT (-78.458611 38.523056)
facility	BIG MEADOWS STP	wwtp	echo_VA0024406	active	POINT (-78.46527 38.66105)
facility	BIG STONE GAP REGIONAL WWTP	wwtp	echo_VA0020940	active	POINT (-82.800341 36.856618)
facility	"BIG STONE GAP,TOWN OF,STP"	wwtp	echo_VAL020940	inactive	POINT (-82.800341 36.856618)
facility	BIG WALKER MOUNTAIN TUNNEL	municipal	echo_VA0092894	active	POINT (-81.110882 37.107212)
facility	"BIO-CAT, INC."	commercial	echo_VAU001587	inactive	POINT (-78.2036 37.96537)
facility	BIRCHWOOD POWER FACILITY	fossilpower	echo_VA0087645	inactive	POINT (-77.31706 38.26772)
facility	BKEP MATERIALS LLC - NEWPORT N	commercial	echo_VA0055832	inactive	POINT (-76.41731 36.9698)
facility	BLACK ROCK MHC WWTP	wwtp	echo_VA0088986	active	POINT (-78.812782 38.251118)
facility	BLACK SWAMP REGIONAL WWTP	wwtp	echo_VA0088978	active	POINT (-77.142397 37.056737)
facility	BLACKSBURG COUNTRY CLUB WWTP	wwtp	echo_VA0027481	active	POINT (-80.35882 37.21461)
facility	BLACKSBURG VPI SANITATION AUTH - LOWER STROUBLES	unknown	echo_VA0060844	active	POINT (-80.519444 37.191389)
facility	BLACKSTONE WTP	wwtp	echo_VA0005827	inactive	POINT (-77.948333 37.042778)
facility	BLACKSTONE WWTP	wwtp	echo_VA0025194	active	POINT (-77.99797 37.07953)
facility	BLACKSTONE WWTP	wwtp	echo_VAL025194	inactive	POINT (-77.998 37.0795)
facility	BLAND COUNTY SCHOOL BOARD - BLAND SCHOOLS K - 12	municipal	echo_VA0067661	inactive	POINT (-81.14719 37.15689)
facility	BLAND COUNTY WATER AUTHORITY -	municipal	echo_VA0052302	inactive	POINT (-81.111111 37.090556)
facility	BLAND WWTP	wwtp	echo_VA0092665	inactive	POINT (-81.103333 37.092778)
facility	"BLUE RIDGE FIBERBOARD, INC."	commercial	echo_NCG210111	inactive	POINT (-79.485599 36.578037)
facility	BLUE RIDGE LUMBER CO.	industrial	echo_VAU001677	inactive	POINT (-78.98115 38.09944)
facility	BLUE RIDGE MHC WWTP	wwtp	echo_VA0088943	active	POINT (-78.84711 38.15989)
facility	BLUE RIDGE SCHOOL STP	wwtp	echo_VA0029556	active	POINT (-78.55587 38.26603)
facility	BLUE RIDGE WOOD PRESERVING INC	industrial	echo_VA0089052	inactive	POINT (-79.63396 37.16095)
facility	"BLUEFIELD IRON & METALS,LLC"	commercial	echo_VAU001588	inactive	POINT (-81.27958 37.25059)
facility	BLUEFIELD STP	wwtp	echo_VAL025054	inactive	POINT (-81.2818 37.261)
facility	BLUEFIELD WESTSIDE WWTP	wwtp	echo_VA0025054	active	POINT (-81.2818 37.261)
facility	BOLAR MOUNTAIN	unknown	echo_VA0032123	active	POINT (-79.981667 37.980278)
facility	BONTEX INC	unknown	echo_VA0004791	active	POINT (-79.35858 37.74116)
facility	BOONE NORTH NO. 1 SURFACE MINE	mining	echo_WV1020609	inactive	POINT (-82.599387 37.040439)
facility	BOONSBORO COUNTRY CLUB	unknown	echo_VA0091162	active	POINT (-79.26163 37.45443)
facility	BOSHER FARMS SITE	agriculture	echo_VAU001539	inactive	POINT (-81.110882 37.107212)
facility	BOSTON WATER AND SEWER COMPANY STP - OLD FACILITY	wwtp	echo_VA0065358	active	POINT (-78.138055 38.525555)
facility	BOSTON WATER AND SEWER STP - NEW FACILITY	wwtp	echo_VA0088749	inactive	POINT (-78.138889 38.524444)
facility	BOSTON WATER AND SEWER STP - NEW FACILITY	wwtp	echo_VAN020111	inactive	POINT (-78.138889 38.524444)
facility	BOWLING GREEN WASTEWATER TREATMENT PLANT	wwtp	echo_VA0020737	active	POINT (-77.35875 38.04871)
facility	BOYCE STP	wwtp	echo_VAN010107	inactive	POINT (-78.05713 39.09051)
facility	BOYCE STP	wwtp	echo_VA0085171	active	POINT (-78.05713 39.09051)
facility	BOYDS WRECKING YARD	unknown	echo_VAU001562	inactive	POINT (-81.110882 37.107212)
facility	BOYDTON WWTP	wwtp	echo_VA0026247	active	POINT (-78.37457 36.66933)
facility	BOYKINS TOWN - WASTE WATER TREATMENT PLANT	wwtp	echo_VA0026417	inactive	POINT (-77.1883 36.5742)
facility	"BOYKINS, TOWN OF"	municipal	echo_VAL026417	inactive	POINT (-77.066466 36.715428)
facility	BP SHORT ASPHALT	unknown	echo_VAU001729	inactive	POINT (-78.201991 37.197133)
facility	BREAKS INTERSTATE PARK CAMP 1 STP	wwtp	echo_VA0023892	active	POINT (-82.296666 37.286111)
facility	BREAKS INTERSTATE PARK CAMP NO 3 STP	wwtp	echo_VA0060275	active	POINT (-82.296666 37.286111)
facility	BREWERS CREEK SUBDIVISION WATE	unknown	echo_VA0089184	inactive	POINT (-76.52715 36.91949)
facility	BRIARWOOD	industrial	echo_VAR100798	inactive	POINT (-78.41787 38.15912)
facility	BRIARWOOD VILLAGE MOBILE HOME PARK STP	wwtp	echo_VA0031194	active	POINT (-79.172528 37.289605)
facility	BRIDGEWATER WTP	wwtp	echo_VA0051420	inactive	POINT (-78.98302 38.38775)
facility	BROAD RUN WATER RECLAMATION	wwtp	echo_VAL091383	inactive	POINT (-77.44757 39.03503)
facility	BROAD RUN WATER RECLAMATION	wwtp	echo_VAN010017	inactive	POINT (-77.44522 39.03177)
facility	BROAD RUN WATER RECLAMATION	wwtp	echo_VA0091383	active	POINT (-77.44757 39.03503)
facility	"BROADWAY, TOWN OF REGIONAL WWTF"	wwtp	echo_VALX90263	inactive	POINT (-81.110882 37.107212)
facility	BROOKNEAL TOWN - FALLING RIVER LAGOON	municipal	echo_VA0022250	active	POINT (-78.933611 37.051111)
facility	BROOKNEAL TOWN - STAUNTON RIVER LAGOON	municipal	echo_VA0022241	active	POINT (-78.94161 37.03889)
facility	BROOKNEAL TOWN WATER TREATMENT PLANT	wwtp	echo_VA0084034	inactive	POINT (-78.953617 37.06483)
facility	"BROWN'S FOREST PRODUCTS, INC"	industrial	echo_VAU001720	inactive	POINT (-78.534512 36.903221)
facility	BRUCE AUTO PARTS	unknown	echo_VAU000033	inactive	POINT (-77.38172 37.59626)
facility	BRUNSWICK COUNTY - STURGEON ELEMENTARY SCHOOL	municipal	echo_VA0027014	active	POINT (-77.773729 36.810657)
facility	BRYANT'S GARAGE & TRUCK SALES	unknown	echo_VAU001567	inactive	POINT (-79.18846 37.22724)
facility	BUCHANAN CNTY PSA - CONAWAY WWTP	wwtp	echo_VA0090531	active	POINT (-82.138221 37.177061)
facility	BUCHANAN CNTY PSA - COUNCIL INDUSTRIAL PARK STP	wwtp	echo_VA0087254	active	POINT (-82.069087 37.07898)
facility	BUCHANAN CNTY PSA - DESKINS STP	wwtp	echo_VA0090239	active	POINT (-82.071388 37.173333)
facility	BUCHANAN CNTY PUBLIC SCHOOLS - COUNCIL ELEM & HS	municipal	echo_VA0064751	active	POINT (-82.081667 37.081944)
facility	BUCHANAN CNTY PUBLIC SCHOOLS - HURLEY HIGH SCHOOL	municipal	echo_VA0026972	active	POINT (-82.011389 37.413333)
facility	BUCHANAN CNTY PUBLIC SCHOOLS - J M BEVINS ELEM	municipal	echo_VA0026999	active	POINT (-81.978889 37.312778)
facility	BUCHANAN CNTY PUBLIC SCHOOLS - TWIN VALLEY H S STP	wwtp	echo_VA0068438	active	POINT (-81.915278 37.242222)
facility	BUCHANAN CNTY PUBLIC SCHOOLS-HURLEY MIDDLE SCHOOL	municipal	echo_VA0067521	active	POINT (-82.000833 37.385278)
facility	BUCHANAN COUNTY PSA BIG ROCK CONAWAY WWTP	wwtp	echo_VA0092916	inactive	POINT (-82.216669 37.354446)
facility	BUCHANAN TOWN - SEWAGE TREATMENT PLANT	wwtp	echo_VA0022225	active	POINT (-79.66899 37.52836)
facility	BUCKEYE NO. 1 & BUCKEYE NO. 2	unknown	echo_WV1008978	inactive	POINT (-81.110882 37.107212)
facility	BUCKEYE TERMINALS LLC - CHESAPEAKE TERMINAL	commercial	echo_VA0053082	active	POINT (-76.29806 36.78362)
facility	BUCKEYE TERMINALS LLC - MONTVALE TERMINAL	commercial	echo_VA0054577	active	POINT (-79.733185 37.383467)
facility	BUCKINGHAM BRANCH RAILROAD	unknown	echo_VAU001609	inactive	POINT (-78.435624 37.560093)
facility	BUCKINGHAM CO WATER SYSTEM/DILLWYN STP	wwtp	echo_VA0027294	active	POINT (-78.462027 37.538908)
facility	BUCKINGHAM COUNTY MIDDLE SCH	municipal	echo_VAR101294	inactive	POINT (-81.110882 37.107212)
facility	BUCKINGHAM COUNTY WATER SYSTEM	municipal	echo_VA0092690	active	POINT (-78.526544 37.572119)
facility	BUCKINGHAM COUNTY WTP	wwtp	echo_VA0058050	inactive	POINT (-78.5308 37.5698)
facility	BUENA VISTA STP	wwtp	echo_VAN040063	inactive	POINT (-79.3645 37.72405)
facility	BUENA VISTA STP	wwtp	echo_VA0020991	active	POINT (-79.3645 37.72405)
facility	BUFFALO SHOOK CO.	unknown	echo_VAR050581	inactive	POINT (-78.396236 37.304463)
facility	BUFFALO SPRINGS TROUT FARM	agriculture	echo_VA0091286	active	POINT (-79.60659 37.72287)
facility	BUFFALO WOOD PRODUCTS	industrial	echo_VAR050640	inactive	POINT (-81.110882 37.107212)
facility	BUILDING B-70 WARRENTON TRG CT	unknown	echo_VAU001747	inactive	POINT (-77.82534 38.73956)
facility	"BURTON CREEK GARAGE, INC."	commercial	echo_VAU001652	inactive	POINT (-79.18981 37.31975)
