"bundle"	"name"	"ftype"	"hydrocode"	"fstatus"	"wkt_geom"	"dh_link_facility_mps"
"transfer"	"TO VA0000248044"	"release"	"vahydro_VA0000248044"	"inactive"	"POINT (-80.541111 37.180556)"	"echo_VA0000248"
"transfer"	"TO VA0000248050"	"release"	"vahydro_VA0000248050"	"inactive"	"POINT (-80.541111 37.180556)"	"echo_VA0000248"
"transfer"	"TO VA0000248054"	"release"	"vahydro_VA0000248054"	"inactive"	"POINT (-80.541111 37.180556)"	"echo_VA0000248"
"transfer"	"TO VA0000248291"	"release"	"vahydro_VA0000248291"	"active"	"POINT (-80.541111 37.180556)"	"echo_VA0000248"
"transfer"	"TO VA0000248401"	"release"	"vahydro_VA0000248401"	"inactive"	"POINT (-80.541111 37.180556)"	"echo_VA0000248"
"transfer"	"TO VA0000248402"	"release"	"vahydro_VA0000248402"	"active"	"POINT (-80.541111 37.180556)"	"echo_VA0000248"
"transfer"	"TO VA0000248999"	"release"	"vahydro_VA0000248999"	"inactive"	"POINT (-80.541111 37.180556)"	"echo_VA0000248"
"transfer"	"TO VA0000299001"	"release"	"vahydro_VA0000299001"	"active"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299002"	"release"	"vahydro_VA0000299002"	"active"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299003"	"release"	"vahydro_VA0000299003"	"active"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299005"	"release"	"vahydro_VA0000299005"	"active"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299009"	"release"	"vahydro_VA0000299009"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299010"	"release"	"vahydro_VA0000299010"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299105"	"release"	"vahydro_VA0000299105"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299107"	"release"	"vahydro_VA0000299107"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299111"	"release"	"vahydro_VA0000299111"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299501"	"release"	"vahydro_VA0000299501"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299502"	"release"	"vahydro_VA0000299502"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299503"	"release"	"vahydro_VA0000299503"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299905"	"release"	"vahydro_VA0000299905"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000299999"	"release"	"vahydro_VA0000299999"	"inactive"	"POINT (-80.76293 37.3451)"	"echo_VA0000299"
"transfer"	"TO VA0000370001"	"release"	"vahydro_VA0000370001"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370002"	"release"	"vahydro_VA0000370002"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370003"	"release"	"vahydro_VA0000370003"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370004"	"release"	"vahydro_VA0000370004"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370005"	"release"	"vahydro_VA0000370005"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370006"	"release"	"vahydro_VA0000370006"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370007"	"release"	"vahydro_VA0000370007"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370008"	"release"	"vahydro_VA0000370008"	"inactive"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370009"	"release"	"vahydro_VA0000370009"	"inactive"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370502"	"release"	"vahydro_VA0000370502"	"inactive"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370901"	"release"	"vahydro_VA0000370901"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370907"	"release"	"vahydro_VA0000370907"	"active"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000370999"	"release"	"vahydro_VA0000370999"	"inactive"	"POINT (-80.8616 37.37039)"	"echo_VA0000370"
"transfer"	"TO VA0000523001"	"release"	"vahydro_VA0000523001"	"active"	"POINT (-80.6625 37.3828)"	"echo_VA0000523"
"transfer"	"TO VA0000523002"	"release"	"vahydro_VA0000523002"	"inactive"	"POINT (-80.6625 37.3828)"	"echo_VA0000523"
"transfer"	"TO VA0000523003"	"release"	"vahydro_VA0000523003"	"active"	"POINT (-80.6625 37.3828)"	"echo_VA0000523"
"transfer"	"TO VA0000523004"	"release"	"vahydro_VA0000523004"	"inactive"	"POINT (-80.6625 37.3828)"	"echo_VA0000523"
"transfer"	"TO VA0000523301"	"release"	"vahydro_VA0000523301"	"inactive"	"POINT (-80.6625 37.3828)"	"echo_VA0000523"
"transfer"	"TO VA0001015003"	"release"	"vahydro_VA0001015003"	"active"	"POINT (-82.145269 36.990541)"	"echo_VA0001015"
"transfer"	"TO VA0001015007"	"release"	"vahydro_VA0001015007"	"active"	"POINT (-82.145269 36.990541)"	"echo_VA0001015"
"transfer"	"TO VA0001015008"	"release"	"vahydro_VA0001015008"	"active"	"POINT (-82.145269 36.990541)"	"echo_VA0001015"
"transfer"	"TO VA0001015015"	"release"	"vahydro_VA0001015015"	"active"	"POINT (-82.145269 36.990541)"	"echo_VA0001015"
"transfer"	"TO VA0001015727"	"release"	"vahydro_VA0001015727"	"inactive"	"POINT (-82.145269 36.990541)"	"echo_VA0001015"
"transfer"	"TO VA0001015D03"	"release"	"vahydro_VA0001015D03"	"active"	"POINT (-82.145269 36.990541)"	"echo_VA0001015"
"transfer"	"TO VA0001201001"	"release"	"vahydro_VA0001201001"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201003"	"release"	"vahydro_VA0001201003"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201004"	"release"	"vahydro_VA0001201004"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201005"	"release"	"vahydro_VA0001201005"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201006"	"release"	"vahydro_VA0001201006"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201007"	"release"	"vahydro_VA0001201007"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201008"	"release"	"vahydro_VA0001201008"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201009"	"release"	"vahydro_VA0001201009"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201010"	"release"	"vahydro_VA0001201010"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001201011"	"release"	"vahydro_VA0001201011"	"inactive"	"POINT (-79.373017 36.558914)"	"echo_VA0001201"
"transfer"	"TO VA0001333001"	"release"	"vahydro_VA0001333001"	"active"	"POINT (-80.13361 37.27286)"	"echo_VA0001333"
"transfer"	"TO VA0001333002"	"release"	"vahydro_VA0001333002"	"active"	"POINT (-80.13361 37.27286)"	"echo_VA0001333"
"transfer"	"TO VA0001431001"	"release"	"vahydro_VA0001431001"	"active"	"POINT (-79.9897 37.21328)"	"echo_VA0001431"
"transfer"	"TO VA0001449001"	"release"	"vahydro_VA0001449001"	"active"	"POINT (-79.40356 37.40734)"	"echo_VA0001449"
"transfer"	"TO VA0001490001"	"release"	"vahydro_VA0001490001"	"active"	"POINT (-79.72684 37.383697)"	"echo_VA0001490"
"transfer"	"TO VA0001490101"	"release"	"vahydro_VA0001490101"	"inactive"	"POINT (-79.72684 37.383697)"	"echo_VA0001490"
"transfer"	"TO VA0001554001"	"release"	"vahydro_VA0001554001"	"active"	"POINT (-80.263324 36.775033)"	"echo_VA0001554"
"transfer"	"TO VA0001554002"	"release"	"vahydro_VA0001554002"	"inactive"	"POINT (-80.263324 36.775033)"	"echo_VA0001554"
"transfer"	"TO VA0001554003"	"release"	"vahydro_VA0001554003"	"inactive"	"POINT (-80.263324 36.775033)"	"echo_VA0001554"
"transfer"	"TO VA0001554004"	"release"	"vahydro_VA0001554004"	"inactive"	"POINT (-80.263324 36.775033)"	"echo_VA0001554"
"transfer"	"TO VA0001589001"	"release"	"vahydro_VA0001589001"	"inactive"	"POINT (-79.99861 37.27251)"	"echo_VA0001589"
"transfer"	"TO VA0001589002"	"release"	"vahydro_VA0001589002"	"inactive"	"POINT (-79.99861 37.27251)"	"echo_VA0001589"
"transfer"	"TO VA0001589003"	"release"	"vahydro_VA0001589003"	"inactive"	"POINT (-79.99861 37.27251)"	"echo_VA0001589"
"transfer"	"TO VA0001589005"	"release"	"vahydro_VA0001589005"	"active"	"POINT (-79.99861 37.27251)"	"echo_VA0001589"
"transfer"	"TO VA0001589006"	"release"	"vahydro_VA0001589006"	"inactive"	"POINT (-79.99861 37.27251)"	"echo_VA0001589"
"transfer"	"TO VA0001589007"	"release"	"vahydro_VA0001589007"	"inactive"	"POINT (-79.99861 37.27251)"	"echo_VA0001589"
"transfer"	"TO VA0001597002"	"release"	"vahydro_VA0001597002"	"active"	"POINT (-79.976829 37.282513)"	"echo_VA0001597"
"transfer"	"TO VA0001597004"	"release"	"vahydro_VA0001597004"	"inactive"	"POINT (-79.976829 37.282513)"	"echo_VA0001597"
"transfer"	"TO VA0001597005"	"release"	"vahydro_VA0001597005"	"inactive"	"POINT (-79.976829 37.282513)"	"echo_VA0001597"
"transfer"	"TO VA0001597902"	"release"	"vahydro_VA0001597902"	"inactive"	"POINT (-79.976829 37.282513)"	"echo_VA0001597"
"transfer"	"TO VA0001767001"	"release"	"vahydro_VA0001767001"	"active"	"POINT (-78.8277 38.25863)"	"echo_VA0001767"
"transfer"	"TO VA0001767002"	"release"	"vahydro_VA0001767002"	"inactive"	"POINT (-78.8277 38.25863)"	"echo_VA0001767"
"transfer"	"TO VA0001767101"	"release"	"vahydro_VA0001767101"	"active"	"POINT (-78.8277 38.25863)"	"echo_VA0001767"
"transfer"	"TO VA0001872001"	"release"	"vahydro_VA0001872001"	"active"	"POINT (-77.27795 38.84781)"	"echo_VA0001872"
"transfer"	"TO VA0001872101"	"release"	"vahydro_VA0001872101"	"active"	"POINT (-77.27795 38.84781)"	"echo_VA0001872"
"transfer"	"TO VA0001872102"	"release"	"vahydro_VA0001872102"	"active"	"POINT (-77.27795 38.84781)"	"echo_VA0001872"
"transfer"	"TO VA0001945001"	"release"	"vahydro_VA0001945001"	"active"	"POINT (-77.190988 38.734488)"	"echo_VA0001945"
"transfer"	"TO VA0001945901"	"release"	"vahydro_VA0001945901"	"active"	"POINT (-77.190988 38.734488)"	"echo_VA0001945"
"transfer"	"TO VA0001961001"	"release"	"vahydro_VA0001961001"	"active"	"POINT (-78.59135 38.587847)"	"echo_VA0001961"
"transfer"	"TO VA0001988001"	"release"	"vahydro_VA0001988001"	"active"	"POINT (-77.1909 38.73367)"	"echo_VA0001988"
"transfer"	"TO VA0002071001"	"release"	"vahydro_VA0002071001"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071002"	"release"	"vahydro_VA0002071002"	"inactive"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071003"	"release"	"vahydro_VA0002071003"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071004"	"release"	"vahydro_VA0002071004"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071005"	"release"	"vahydro_VA0002071005"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071007"	"release"	"vahydro_VA0002071007"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071008"	"release"	"vahydro_VA0002071008"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071009"	"release"	"vahydro_VA0002071009"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071010"	"release"	"vahydro_VA0002071010"	"inactive"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071201"	"release"	"vahydro_VA0002071201"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071202"	"release"	"vahydro_VA0002071202"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071501"	"release"	"vahydro_VA0002071501"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071502"	"release"	"vahydro_VA0002071502"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002071503"	"release"	"vahydro_VA0002071503"	"active"	"POINT (-77.2786 38.5391)"	"echo_VA0002071"
"transfer"	"TO VA0002151003"	"release"	"vahydro_VA0002151003"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151009"	"release"	"vahydro_VA0002151009"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151016"	"release"	"vahydro_VA0002151016"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151035"	"release"	"vahydro_VA0002151035"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151072"	"release"	"vahydro_VA0002151072"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151073"	"release"	"vahydro_VA0002151073"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151074"	"release"	"vahydro_VA0002151074"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151086"	"release"	"vahydro_VA0002151086"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151090"	"release"	"vahydro_VA0002151090"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002151091"	"release"	"vahydro_VA0002151091"	"active"	"POINT (-77.298272 38.518351)"	"echo_VA0002151"
"transfer"	"TO VA0002160001"	"release"	"vahydro_VA0002160001"	"active"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002160003"	"release"	"vahydro_VA0002160003"	"active"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002160011"	"release"	"vahydro_VA0002160011"	"active"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002160013"	"release"	"vahydro_VA0002160013"	"active"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002160101"	"release"	"vahydro_VA0002160101"	"active"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002160901"	"release"	"vahydro_VA0002160901"	"inactive"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002160911"	"release"	"vahydro_VA0002160911"	"inactive"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002160913"	"release"	"vahydro_VA0002160913"	"inactive"	"POINT (-78.883333 38.061111)"	"echo_VA0002160"
"transfer"	"TO VA0002178001"	"release"	"vahydro_VA0002178001"	"active"	"POINT (-78.65199 38.38433)"	"echo_VA0002178"
"transfer"	"TO VA0002178101"	"release"	"vahydro_VA0002178101"	"active"	"POINT (-78.65199 38.38433)"	"echo_VA0002178"
"transfer"	"TO VA0002178102"	"release"	"vahydro_VA0002178102"	"active"	"POINT (-78.65199 38.38433)"	"echo_VA0002178"
"transfer"	"TO VA0002194001"	"release"	"vahydro_VA0002194001"	"active"	"POINT (-78.990422 38.191062)"	"echo_VA0002194"
"transfer"	"TO VA0002194003"	"release"	"vahydro_VA0002194003"	"active"	"POINT (-78.990422 38.191062)"	"echo_VA0002194"
"transfer"	"TO VA0002283001"	"release"	"vahydro_VA0002283001"	"active"	"POINT (-77.27309 38.84807)"	"echo_VA0002283"
"transfer"	"TO VA0002283002"	"release"	"vahydro_VA0002283002"	"active"	"POINT (-77.27309 38.84807)"	"echo_VA0002283"
"transfer"	"TO VA0002313001"	"release"	"vahydro_VA0002313001"	"active"	"POINT (-78.976586 38.4684)"	"echo_VA0002313"
"transfer"	"TO VA0002313002"	"release"	"vahydro_VA0002313002"	"inactive"	"POINT (-78.976586 38.4684)"	"echo_VA0002313"
"transfer"	"TO VA0002313008"	"release"	"vahydro_VA0002313008"	"active"	"POINT (-78.976586 38.4684)"	"echo_VA0002313"
"transfer"	"TO VA0002313009"	"release"	"vahydro_VA0002313009"	"inactive"	"POINT (-78.976586 38.4684)"	"echo_VA0002313"
"transfer"	"TO VA0002313101"	"release"	"vahydro_VA0002313101"	"active"	"POINT (-78.976586 38.4684)"	"echo_VA0002313"
"transfer"	"TO VA0002313102"	"release"	"vahydro_VA0002313102"	"active"	"POINT (-78.976586 38.4684)"	"echo_VA0002313"
"transfer"	"TO VA0002402001"	"release"	"vahydro_VA0002402001"	"active"	"POINT (-78.871999 38.089784)"	"echo_VA0002402"
"transfer"	"TO VA0002585001"	"release"	"vahydro_VA0002585001"	"active"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585002"	"release"	"vahydro_VA0002585002"	"inactive"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585003"	"release"	"vahydro_VA0002585003"	"inactive"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585004"	"release"	"vahydro_VA0002585004"	"inactive"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585005"	"release"	"vahydro_VA0002585005"	"inactive"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585006"	"release"	"vahydro_VA0002585006"	"inactive"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585007"	"release"	"vahydro_VA0002585007"	"active"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585008"	"release"	"vahydro_VA0002585008"	"active"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002585009"	"release"	"vahydro_VA0002585009"	"active"	"POINT (-77.256377 38.693388)"	"echo_VA0002585"
"transfer"	"TO VA0002674001"	"release"	"vahydro_VA0002674001"	"active"	"POINT (-78.9113 38.45868)"	"echo_VA0002674"
"transfer"	"TO VA0002771001"	"release"	"vahydro_VA0002771001"	"active"	"POINT (-79.359754 37.727)"	"echo_VA0002771"
"transfer"	"TO VA0002780001"	"release"	"vahydro_VA0002780001"	"active"	"POINT (-77.31651 37.35376)"	"echo_VA0002780"
"transfer"	"TO VA0003018002"	"release"	"vahydro_VA0003018002"	"inactive"	"POINT (-76.45366 37.21022)"	"echo_VA0003018"
"transfer"	"TO VA0003018004"	"release"	"vahydro_VA0003018004"	"inactive"	"POINT (-76.45366 37.21022)"	"echo_VA0003018"
"transfer"	"TO VA0003018005"	"release"	"vahydro_VA0003018005"	"inactive"	"POINT (-76.45366 37.21022)"	"echo_VA0003018"
"transfer"	"TO VA0003026002"	"release"	"vahydro_VA0003026002"	"active"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026003"	"release"	"vahydro_VA0003026003"	"active"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026005"	"release"	"vahydro_VA0003026005"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026012"	"release"	"vahydro_VA0003026012"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026014"	"release"	"vahydro_VA0003026014"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026015"	"release"	"vahydro_VA0003026015"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026017"	"release"	"vahydro_VA0003026017"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026018"	"release"	"vahydro_VA0003026018"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026021"	"release"	"vahydro_VA0003026021"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026022"	"release"	"vahydro_VA0003026022"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026023"	"release"	"vahydro_VA0003026023"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026025"	"release"	"vahydro_VA0003026025"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026028"	"release"	"vahydro_VA0003026028"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026301"	"release"	"vahydro_VA0003026301"	"active"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026555"	"release"	"vahydro_VA0003026555"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003026999"	"release"	"vahydro_VA0003026999"	"inactive"	"POINT (-79.355595 37.532832)"	"echo_VA0003026"
"transfer"	"TO VA0003077001"	"release"	"vahydro_VA0003077001"	"active"	"POINT (-77.291096 37.350627)"	"echo_VA0003077"
"transfer"	"TO VA0003077002"	"release"	"vahydro_VA0003077002"	"active"	"POINT (-77.291096 37.350627)"	"echo_VA0003077"
"transfer"	"TO VA0003077003"	"release"	"vahydro_VA0003077003"	"active"	"POINT (-77.291096 37.350627)"	"echo_VA0003077"
"transfer"	"TO VA0003077004"	"release"	"vahydro_VA0003077004"	"inactive"	"POINT (-77.291096 37.350627)"	"echo_VA0003077"
"transfer"	"TO VA0003077101"	"release"	"vahydro_VA0003077101"	"active"	"POINT (-77.291096 37.350627)"	"echo_VA0003077"
"transfer"	"TO VA0003077102"	"release"	"vahydro_VA0003077102"	"active"	"POINT (-77.291096 37.350627)"	"echo_VA0003077"
"transfer"	"TO VA0003077901"	"release"	"vahydro_VA0003077901"	"inactive"	"POINT (-77.291096 37.350627)"	"echo_VA0003077"
"transfer"	"TO VA0003115001"	"release"	"vahydro_VA0003115001"	"active"	"POINT (-76.8053 37.5392)"	"echo_VA0003115"
"transfer"	"TO VA0003115002"	"release"	"vahydro_VA0003115002"	"inactive"	"POINT (-76.8053 37.5392)"	"echo_VA0003115"
"transfer"	"TO VA0003115003"	"release"	"vahydro_VA0003115003"	"inactive"	"POINT (-76.8053 37.5392)"	"echo_VA0003115"
"transfer"	"TO VA0003115004"	"release"	"vahydro_VA0003115004"	"inactive"	"POINT (-76.8053 37.5392)"	"echo_VA0003115"
"transfer"	"TO VA0003115007"	"release"	"vahydro_VA0003115007"	"inactive"	"POINT (-76.8053 37.5392)"	"echo_VA0003115"
"transfer"	"TO VA0003115008"	"release"	"vahydro_VA0003115008"	"inactive"	"POINT (-76.8053 37.5392)"	"echo_VA0003115"
"transfer"	"TO VA0003115101"	"release"	"vahydro_VA0003115101"	"active"	"POINT (-76.8053 37.5392)"	"echo_VA0003115"
"transfer"	"TO VA0003409001"	"release"	"vahydro_VA0003409001"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409002"	"release"	"vahydro_VA0003409002"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409003"	"release"	"vahydro_VA0003409003"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409004"	"release"	"vahydro_VA0003409004"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409005"	"release"	"vahydro_VA0003409005"	"active"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409006"	"release"	"vahydro_VA0003409006"	"active"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409015"	"release"	"vahydro_VA0003409015"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409017"	"release"	"vahydro_VA0003409017"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409018"	"release"	"vahydro_VA0003409018"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409019"	"release"	"vahydro_VA0003409019"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
"transfer"	"TO VA0003409020"	"release"	"vahydro_VA0003409020"	"inactive"	"POINT (-76.30788 36.8743)"	"echo_VA0003409"
